,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
24,IDGAF,"Dua Lipa",672784,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
25,"Thick And Thin",LANY,666776,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
26,Ex,Callalily,665090,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
27,Akala,Marion,645212,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
28,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",643203,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
29,"You Are The Reason","Calum Scott",635139,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
30,"8 Letters","Why Don't We",608007,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
31,"Waste It On Me (feat. BTS)","Steve Aoki",602583,https://open.spotify.com/track/2r1T6xGTVaNAqBoPH4lZEE
32,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",593774,https://open.spotify.com/track/4edS9dC0JPBlSS4p4gMOT0
33,"Woman Like Me (feat. Nicki Minaj)","Little Mix",551690,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
34,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",526730,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
35,"Midnight Sky","Unique Salonga",513387,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
36,"The Middle",Zedd,511990,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
37,"Be Alright","Dean Lewis",497110,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
38,"There's No Way (feat. Julia Michaels)",Lauv,482976,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
39,"No Brainer","DJ Khaled",453442,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
40,"God is a woman","Ariana Grande",449582,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
41,"Without Me",Halsey,437026,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
42,"Oks Lang","John Roa",433226,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
43,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",415456,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
44,Narcissist,"No Rome",404664,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
45,"Kahit Ayaw Mo Na","This Band",403793,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
46,"Electricity (with Dua Lipa)","Silk City",398798,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
47,Rise,"Jonas Blue",398461,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
48,"Freaky Friday (feat. Chris Brown)","Lil Dicky",389133,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
49,"Say You Won't Let Go","James Arthur",372451,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
50,Tagpuan,"Moira Dela Torre",372392,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
51,"Bohemian Rhapsody - Remastered 2011",Queen,371542,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
52,Tempo,EXO,365000,https://open.spotify.com/track/4EjUFjzi4ErWjklOA3Aslu
53,"Bakit Ba Ikaw","Michael Pangilinan",362244,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
54,Leaves,Ben&Ben,356920,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
55,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",339750,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
56,"Happy Now",Zedd,338099,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
57,"Pasensya Ka Na","Silent Sanctuary",333214,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
58,Tadhana,"Up Dharma Down",332225,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
59,"Kung Akin Ang Mundo","Erik Santos",321646,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
60,"I Like Me Better",Lauv,320565,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
61,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,311898,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
62,"Too Good At Goodbyes","Sam Smith",304706,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
63,Hiling,"Mark Carpio",296498,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
64,"I'm a Mess","Bebe Rexha",296152,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
65,"Kung Wala Ka",Hale,295062,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
66,"Best Part (feat. Daniel Caesar)",H.E.R.,292181,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
67,"Kahit Di Mo Alam","December Avenue",287175,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
68,Sila,SUD,284667,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
69,"Super Far",LANY,279554,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
70,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,274650,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
71,"no tears left to cry","Ariana Grande",269138,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
72,"Sweet but Psycho","Ava Max",266780,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
73,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,265732,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
74,"Rewrite The Stars","Zac Efron",265389,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
75,Shallow,"Lady Gaga",265190,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
76,"In My Feelings",Drake,265040,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
77,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",260136,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
78,Perfect,"Ed Sheeran",252993,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
79,"Ruin My Life","Zara Larsson",252624,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
80,"YES or YES",TWICE,251744,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
81,"If You See Her",LANY,251221,https://open.spotify.com/track/3coUcc0CDAHz2QwdP7Pee8
82,ILYSB,LANY,250157,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
83,"Di Makatulog",SUD,249306,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
84,Magbalik,Callalily,247134,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
85,13,LANY,243991,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
86,"Let You Love Me","Rita Ora",238366,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
87,Photograph,"Ed Sheeran",238212,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
88,Migraine,Moonstar88,237313,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
89,"New Rules","Dua Lipa",232372,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
90,Nadarang,"Shanti Dope",232017,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
91,"Suncity (feat. Empress Of)",Khalid,230281,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
92,"Tell Me Where It Hurts",MYMP,230220,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
93,Happier,"Ed Sheeran",230102,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
94,"La Vie en Rose",IZ*ONE,228779,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
95,Polaroid,"Jonas Blue",228632,https://open.spotify.com/track/1wsLHgXJ4SKIfd5ePSX1hD
96,"SICKO MODE","Travis Scott",227019,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
97,"when the party's over","Billie Eilish",226946,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
98,"What Lovers Do","Maroon 5",226798,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
99,"Take A Bow - Main",Rihanna,226705,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
100,"So Sick",Ne-Yo,223729,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
101,BAAM,MOMOLAND,221411,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
102,Closer,"The Chainsmokers",217996,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
103,"Taking Me Back",LANY,217673,https://open.spotify.com/track/6A9mMKHYdeUJGvQDKChC0C
104,"Young Dumb & Broke",Khalid,215010,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
105,"Let Me Know",LANY,213882,https://open.spotify.com/track/7DMPq3XndRJaj6NTINsLOz
106,"Happy Now",Kygo,212876,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
107,"Ang Huling El Bimbo",Eraserheads,212734,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
108,breathin,"Ariana Grande",212298,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
109,"Valentine's Day",LANY,208097,https://open.spotify.com/track/2juRA8DhQePry4eb2LMUMM
110,Tagu-Taguan,"Moira Dela Torre",207749,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
111,"Better Now","Post Malone",206769,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
112,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",206077,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
113,"ILYSB - STRIPPED",LANY,201831,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
114,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",201165,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
115,"Somebody To Love - Remastered 2011",Queen,200840,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf
116,"The Day You Said Goodnight - Acoustic Version",Hale,200839,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
117,Someday,Nina,197254,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
118,"MIA (feat. Drake)","Bad Bunny",196342,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
119,"Another One Bites The Dust - Remastered 2011",Queen,195371,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
120,"Havana (feat. Young Thug)","Camila Cabello",194849,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
121,POP/STARS,K/DA,194713,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ
122,"As If It's Your Last",BLACKPINK,193201,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
123,"Head Above Water","Avril Lavigne",193185,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6
124,"She Will Be Loved - Radio Mix","Maroon 5",192077,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
125,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",189217,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
126,Sino,"Unique Salonga",187352,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
127,"Susi (From the Film ""GOYO - Ang Batang Heneral"")",Ben&Ben,187068,https://open.spotify.com/track/3I572cT9kECh41bZz2xPhy
128,"Psycho (feat. Ty Dolla $ign)","Post Malone",186652,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
129,Run,LANY,186434,https://open.spotify.com/track/0QXHHEi0rHMwmkxK5pvc05
130,Iris,"The Goo Goo Dolls",186412,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
131,Breakeven,"The Script",185142,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
132,"Let Me",ZAYN,184019,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
133,"Eroplanong Papel","December Avenue",183093,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
134,Sa'yo,"Silent Sanctuary",182226,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
135,"Wake Up in the Sky","Gucci Mane",182107,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
136,"With a Smile","South Border",181120,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
137,"Under Pressure - Remastered",Queen,179889,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
138,"I'm Yours","Jason Mraz",178785,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
139,"BBoom BBoom",MOMOLAND,178114,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
140,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",176590,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
141,"FOREVER YOUNG - KR Ver.",BLACKPINK,175901,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
142,"Capital Letters","Hailee Steinfeld",175079,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
143,Someday,"Leanne & Naara",173609,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
144,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",173466,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
145,"The Greatest Show","Panic! At The Disco",173374,https://open.spotify.com/track/55PZSFcKQxXH5BOOcDA6yI
146,"Huwag Na Huwag Mong Sasabihin",SUD,173327,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
147,"Hanggang Kailan","Michael Pangilinan",172586,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
148,1999,"Charli XCX",172053,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8
149,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,171204,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
150,"Can’t Help Falling in Love","Kina Grannis",171110,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
151,"Lucid Dreams","Juice WRLD",169258,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
152,Mine,Bazzi,169130,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
153,OTW,Khalid,167741,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
154,"Shape of You","Ed Sheeran",167413,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
155,"This I Promise You",*NSYNC,166913,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
156,Starving,"Hailee Steinfeld",166145,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
157,Sandali,Because,165157,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
158,"'Di Na Muli",Itchyworms,165056,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
159,Stickwitu,"The Pussycat Dolls",164160,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
160,"Why Can't It Be","Kaye Cal",164028,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
161,"That's What I Like","Bruno Mars",163753,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
162,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",163598,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
163,"One Kiss (with Dua Lipa)","Calvin Harris",163576,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
164,Hericane,LANY,162042,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
165,"A Thousand Years","Christina Perri",161965,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
166,"One and Only","Parokya Ni Edgar",161608,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
167,FRIENDS,Marshmello,158573,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
168,"The Scientist",Coldplay,158280,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
169,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",157110,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
170,"Never Enough","Loren Allred",155429,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
171,"I Want It That Way","Backstreet Boys",155262,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
172,Lucky,"Jason Mraz",155018,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
173,Trip,"Ella Mai",154566,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
174,"Balang Araw","I Belong to the Zoo",154261,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
175,"Ooh La La La",EXO,153672,https://open.spotify.com/track/7wfbHZcNtENuAcbog7c6kQ
176,"I Found You (with Calvin Harris)","benny blanco",153472,https://open.spotify.com/track/5sdb5pMhcK44SSLsj1moUh
177,"Just the Way You Are","Bruno Mars",153406,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
178,"Strawberries & Cigarettes","Troye Sivan",153319,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
179,"Before I Let You Go",Freestyle,151191,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
180,"This Is Me","Keala Settle",150947,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
181,"The Day You Said Goodnight",Hale,150654,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
182,"Out of My League","Stephen Speaks",150343,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
183,"We Will Rock You - Remastered",Queen,150238,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
184,"A Million Dreams","Ziv Zaifman",149763,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
185,Statue,"Lil Eddie",149713,https://open.spotify.com/track/540wIRdRBfKdC12S3mCF9j
186,"Bleeding Love","Leona Lewis",149447,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
187,"Ride Home",Ben&Ben,149348,https://open.spotify.com/track/1fXHTDYsJiFOjVWITaFp1j
188,Harana,"Parokya Ni Edgar",149275,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
189,"Empty Space","James Arthur",148952,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
190,"The Man Who Can't Be Moved","The Script",148852,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
191,"Treat You Better","Shawn Mendes",148473,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
192,"Love You Anymore","Michael Bublé",147619,https://open.spotify.com/track/2GjxDcfAZjYhrxjz2t4qat
193,"Meron Nang Iba","Silent Sanctuary",147349,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
194,Rainbow,"South Border",147023,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
195,"Huling Sayaw - Acoustic",Kamikazee,146701,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
196,"How Deep Is Your Love","the bird and the bee",146508,https://open.spotify.com/track/4bYqnqT92z9bi50a2tRsjj
197,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",146424,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
198,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",145651,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
199,Thursday,"Jess Glynne",143063,https://open.spotify.com/track/3ji4bcQugJj5B6NRGYDNwP
200,"Little Do You Know","Alex & Sierra",142833,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
