,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
58,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",346375,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
59,"Bakit Ba Ikaw","Michael Pangilinan",340402,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
60,"Rewrite The Stars","Zac Efron",339554,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
61,"No Brainer","DJ Khaled",327654,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
62,"Love Shot",EXO,320567,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
63,"Ruin My Life","Zara Larsson",317060,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
64,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",312759,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
65,"Bohemian Rhapsody - Remastered 2011",Queen,311881,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
66,"Saturday Nights",Khalid,311200,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
67,Leaves,Ben&Ben,310268,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
68,Hiling,"Mark Carpio",306336,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
69,"Kung Wala Ka",Hale,296688,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
70,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",294553,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
71,Sila,SUD,294234,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
72,"Oks Lang","John Roa",292314,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
73,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,290786,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
74,"no tears left to cry","Ariana Grande",288563,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
75,Ours,Ben&Ben,287123,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
76,Nadarang,"Shanti Dope",286777,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
77,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,284269,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
78,Perfect,"Ed Sheeran",272745,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
79,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",267565,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
80,"Miss Independent",Ne-Yo,264946,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q
81,Magbalik,Callalily,264386,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
82,"Super Far",LANY,264216,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
83,"In My Feelings",Drake,260889,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
84,"Sweet but Psycho","Ava Max",259375,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
85,"So Sick",Ne-Yo,257640,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
86,"YES or YES",TWICE,257468,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
87,"SICKO MODE","Travis Scott",257280,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
88,"Last Christmas",Wham!,256435,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
89,"Tell Me Where It Hurts",MYMP,253200,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
90,"Freaky Friday (feat. Chris Brown)","Lil Dicky",251148,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
91,"Di Makatulog",SUD,249517,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
92,"Bad Liar","Imagine Dragons",246687,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
93,Migraine,Moonstar88,244677,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
94,"What Lovers Do","Maroon 5",239005,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
95,"Jingle Bell Rock","Bobby Helms",238080,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
96,"One and Only","Parokya Ni Edgar",235733,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
97,Photograph,"Ed Sheeran",233441,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
98,"New Rules","Dua Lipa",233143,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
99,ILYSB,LANY,231516,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
100,Sandali,Because,229096,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
101,Closer,"The Chainsmokers",227283,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
102,"Psycho (feat. Ty Dolla $ign)","Post Malone",224786,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
103,"Empty Space","James Arthur",224724,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
104,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",223011,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
105,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",222913,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
106,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",222901,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
107,"Better Now","Post Malone",220758,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
108,"BBoom BBoom",MOMOLAND,220399,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
109,Happier,"Ed Sheeran",220064,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
110,"Ang Huling El Bimbo",Eraserheads,219335,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
111,"Havana (feat. Young Thug)","Camila Cabello",218310,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
112,"Be My Mistake","The 1975",216061,https://open.spotify.com/track/18UsAG7SfOQ5sxJEdjAMH0
113,13,LANY,215480,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
114,"Eroplanong Papel","December Avenue",209009,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
115,BAAM,MOMOLAND,208490,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
116,"The Day You Said Goodnight - Acoustic Version",Hale,206312,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
117,"Take A Bow - Main",Rihanna,206096,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
118,"Wake Up in the Sky","Gucci Mane",205143,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
119,Someday,Nina,204796,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
120,"Happy Now",Kygo,202613,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
121,"ILYSB - STRIPPED",LANY,202410,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
122,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",202407,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
123,"Going Bad (feat. Drake)","Meek Mill",201928,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
124,"Capital Letters","Hailee Steinfeld",199578,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
125,Mine,Bazzi,199096,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
126,Iris,"The Goo Goo Dolls",197887,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
127,Sa'yo,"Silent Sanctuary",196850,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
128,"There's No Way (feat. Julia Michaels)",Lauv,196014,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
129,Tagu-Taguan,"Moira Dela Torre",195881,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
130,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",194284,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
131,"It's the Most Wonderful Time of the Year","Andy Williams",194235,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
132,"Rockin' Around The Christmas Tree","Brenda Lee",193403,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
133,"when the party's over","Billie Eilish",193240,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
134,"I'm a Mess","Bebe Rexha",193221,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
135,"It's Beginning to Look a Lot Like Christmas","Michael Bublé",192940,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
136,"God is a woman","Ariana Grande",192826,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
137,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",192116,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
138,"Lucid Dreams","Juice WRLD",191712,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
139,Mistletoe,"Justin Bieber",191004,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
140,"Young Dumb & Broke",Khalid,190802,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
141,"As If It's Your Last",BLACKPINK,184874,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
142,"Kung Akin Ang Mundo","Erik Santos",184516,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
143,"It's Not Living (If It's Not With You)","The 1975",184297,https://open.spotify.com/track/3TgMcrV32NUKjEG2ujn9eh
144,"She Will Be Loved - Radio Mix","Maroon 5",184174,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
145,"Huling Sayaw - Acoustic",Kamikazee,184174,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
146,Starving,"Hailee Steinfeld",182475,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
147,Breakeven,"The Script",181973,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
148,"With a Smile","South Border",181927,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
149,"Finesse - Remix; feat. Cardi B","Bruno Mars",181602,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
150,"Let Me",ZAYN,180961,https://open.spotify.com/track/0aVsVsOYDSEEigiwTrIab9
151,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,177751,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
152,"That's What I Like","Bruno Mars",176294,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
153,FRIENDS,Marshmello,173120,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
154,"High Hopes","Panic! At The Disco",172082,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
155,"I'm Yours","Jason Mraz",171194,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
156,"Happy Now",Zedd,171127,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
157,Stickwitu,"The Pussycat Dolls",171107,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
158,"Let You Love Me","Rita Ora",171057,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
159,"This Is Me","Keala Settle",169233,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
160,Someday,"Leanne & Naara",168518,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
161,"Lost In Japan","Shawn Mendes",168268,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
162,"Why Can't It Be","Kaye Cal",168163,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
163,Shallow,"Lady Gaga",168096,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
164,"A Thousand Years","Christina Perri",163987,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
165,"Hanggang Kailan","Michael Pangilinan",163394,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
166,"La Vie en Rose",IZ*ONE,163221,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
167,Youngblood,"5 Seconds of Summer",163160,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
168,"FOREVER YOUNG - KR Ver.",BLACKPINK,161838,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
169,Harana,"Parokya Ni Edgar",161349,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
170,"I Want It That Way","Backstreet Boys",160424,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
171,"The Scientist",Coldplay,160302,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
172,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,160207,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
173,"Shape of You","Ed Sheeran",160204,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
174,"LOVE SCENARIO",iKON,159424,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
175,Prinsesa,6cyclemind,159251,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
176,"Treat You Better","Shawn Mendes",156963,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
177,"This I Promise You",*NSYNC,156608,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
178,"One Kiss (with Dua Lipa)","Calvin Harris",156357,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
179,Islands,"Reese Lansangan",155910,https://open.spotify.com/track/72hucs56DifUiAItOhWEl9
180,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",155747,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
181,"'Di Na Muli",Itchyworms,155709,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
182,Sino,"Unique Salonga",155380,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
183,"Never Be the Same","Camila Cabello",154979,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
184,Demonyo,"juan karlos",154941,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
185,"What is Love?",TWICE,154238,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
186,Pa-umaga,"Al James",153993,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
187,"One Last Time","Ariana Grande",153266,https://open.spotify.com/track/1CAksvEO6oRHd9bBKWAfuY
188,Torete,"Moira Dela Torre",153060,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y
189,"Versace on the Floor","Bruno Mars",152350,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
190,"I Like It","Cardi B",151934,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
191,Rainbow,"South Border",151905,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
192,"God's Plan",Drake,151213,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
193,OTW,Khalid,149710,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
194,"The Day You Said Goodnight",Hale,149478,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
195,"The Man Who Can't Be Moved","The Script",149454,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
196,Sundo,Imago,149323,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
197,"You And Me",Lifehouse,149100,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
198,Tempo,EXO,148532,https://open.spotify.com/track/3RqZIrpndez8Iu5J5BsmnV
199,"Just the Way You Are","Bruno Mars",148505,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
200,"Out of My League","Stephen Speaks",148228,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
