,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
53,"Bakit Ba Ikaw","Michael Pangilinan",365404,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
54,"Too Good At Goodbyes","Sam Smith",357983,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
55,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",346255,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
56,"No Brainer","DJ Khaled",344389,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
57,"Rewrite The Stars","Zac Efron",335764,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
58,"Best Part (feat. Daniel Caesar)",H.E.R.,334352,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
59,"All I Want for Christmas Is You","Mariah Carey",326222,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
60,Leaves,Ben&Ben,319954,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
61,Hiling,"Mark Carpio",315691,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
62,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,307535,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
63,"Ruin My Life","Zara Larsson",306103,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
64,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",305793,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
65,"Oks Lang","John Roa",304994,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
66,"no tears left to cry","Ariana Grande",302314,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
67,"Kung Wala Ka",Hale,301966,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
68,Ours,Ben&Ben,301952,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
69,"Switch It Up",Lavaado,301617,https://open.spotify.com/track/0Xq3TsWq8bCm7myxpBm0rh
70,Sila,SUD,297797,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
71,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,297009,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
72,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",292084,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
73,Nadarang,"Shanti Dope",291094,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
74,"Super Far",LANY,286798,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
75,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",285758,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
76,"Bad Liar","Imagine Dragons",279173,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
77,"Freaky Friday (feat. Chris Brown)","Lil Dicky",275297,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
78,Perfect,"Ed Sheeran",274482,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
79,"In My Feelings",Drake,273116,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
80,"Saturday Nights",Khalid,272001,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
81,Magbalik,Callalily,269473,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
82,"Santa Tell Me","Ariana Grande",267588,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
83,"YES or YES",TWICE,260912,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
84,"Di Makatulog",SUD,260265,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
85,Migraine,Moonstar88,255754,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
86,"Tell Me Where It Hurts",MYMP,254034,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
87,"SICKO MODE","Travis Scott",250207,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
88,ILYSB,LANY,249421,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
89,"What Lovers Do","Maroon 5",242879,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
90,Photograph,"Ed Sheeran",241771,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
91,"New Rules","Dua Lipa",240965,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
92,"Empty Space","James Arthur",237280,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
93,"So Sick",Ne-Yo,237215,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
94,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",237188,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
95,Happier,"Ed Sheeran",235946,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
96,13,LANY,235267,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
97,"One and Only","Parokya Ni Edgar",234923,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
98,Closer,"The Chainsmokers",234008,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
99,"Be My Mistake","The 1975",233470,https://open.spotify.com/track/18UsAG7SfOQ5sxJEdjAMH0
100,"There's No Way (feat. Julia Michaels)",Lauv,226520,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
101,"Ang Huling El Bimbo",Eraserheads,226160,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
102,Sandali,Because,225469,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
103,"Better Now","Post Malone",225436,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
104,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",225192,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
105,"Havana (feat. Young Thug)","Camila Cabello",222320,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
106,"Eroplanong Papel","December Avenue",221220,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
107,"Psycho (feat. Ty Dolla $ign)","Post Malone",221145,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
108,"The Day You Said Goodnight - Acoustic Version",Hale,219173,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
109,"Take A Bow - Main",Rihanna,217940,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
110,"Happy Now",Kygo,217695,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
111,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",215854,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
112,"Last Christmas",Wham!,215779,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
113,"ILYSB - STRIPPED",LANY,215505,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
114,"BBoom BBoom",MOMOLAND,213419,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
115,"Capital Letters","Hailee Steinfeld",212814,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
116,"come out and play","Billie Eilish",212762,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
117,Someday,Nina,212160,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
118,"God is a woman","Ariana Grande",210585,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
119,"Let You Love Me","Rita Ora",209123,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
120,"Lucid Dreams","Juice WRLD",208946,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
121,Tagu-Taguan,"Moira Dela Torre",207069,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
122,Sa'yo,"Silent Sanctuary",207012,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
123,Mine,Bazzi,205081,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
124,Iris,"The Goo Goo Dolls",205052,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
125,BAAM,MOMOLAND,204857,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
126,"Jingle Bell Rock","Bobby Helms",204617,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
127,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",204501,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
128,"Sweet but Psycho","Ava Max",204195,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
129,"Wake Up in the Sky","Gucci Mane",201355,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
130,"Young Dumb & Broke",Khalid,195806,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
131,"As If It's Your Last",BLACKPINK,195734,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
132,"She Will Be Loved - Radio Mix","Maroon 5",194047,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
133,Breakeven,"The Script",192551,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
134,"With a Smile","South Border",192478,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
135,"Kung Akin Ang Mundo","Erik Santos",192368,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
136,"It's Not Living (If It's Not With You)","The 1975",192084,https://open.spotify.com/track/3TgMcrV32NUKjEG2ujn9eh
137,"Huling Sayaw - Acoustic",Kamikazee,189170,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
138,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",186998,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
139,Shallow,"Lady Gaga",185393,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
140,FRIENDS,Marshmello,183694,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
141,"Somebody To Love - Remastered 2011",Queen,183421,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf
142,"Happy Now",Zedd,183100,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
143,Stickwitu,"The Pussycat Dolls",181442,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
144,"when the party's over","Billie Eilish",180877,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
145,Someday,"Leanne & Naara",178943,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
146,"Why Can't It Be","Kaye Cal",178550,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
147,"I'm Yours","Jason Mraz",178474,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
148,"Hanggang Kailan","Michael Pangilinan",176981,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
149,"That's What I Like","Bruno Mars",176571,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
150,Mistletoe,"Justin Bieber",176367,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
151,"Beach House","The Chainsmokers",175897,https://open.spotify.com/track/0N8MGHEDAq29ip7RrlrTeN
152,"I'm a Mess","Bebe Rexha",175366,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
153,Starving,"Hailee Steinfeld",174843,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
154,"The Scientist",Coldplay,171866,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
155,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",171758,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
156,Harana,"Parokya Ni Edgar",171585,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
157,"A Thousand Years","Christina Perri",170362,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
158,"Shape of You","Ed Sheeran",170320,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
159,"Rockin' Around The Christmas Tree","Brenda Lee",169583,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
160,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,169577,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
161,"This Is Me","Keala Settle",169192,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
162,"Never Be the Same","Camila Cabello",169155,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
163,"FOREVER YOUNG - KR Ver.",BLACKPINK,168820,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
164,"Let Me",ZAYN,167834,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
165,"'Di Na Muli",Itchyworms,167442,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
166,"Another One Bites The Dust - Remastered 2011",Queen,167206,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
167,"Going Bad (feat. Drake)","Meek Mill",167047,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
168,"I Want It That Way","Backstreet Boys",166986,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
169,"LOVE SCENARIO",iKON,166528,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
170,"It's Beginning to Look a Lot Like Christmas","Michael Bublé",166127,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
171,"This I Promise You",*NSYNC,165397,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
172,Prinsesa,6cyclemind,164647,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
173,Youngblood,"5 Seconds of Summer",164522,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
174,"Finesse - Remix; feat. Cardi B","Bruno Mars",164507,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
175,"God's Plan",Drake,164488,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
176,Sino,"Unique Salonga",162344,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
177,"It's the Most Wonderful Time of the Year","Andy Williams",161843,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
178,"La Vie en Rose",IZ*ONE,160781,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
179,"Love Of My Life - Remastered 2011",Queen,160758,https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd
180,"One Kiss (with Dua Lipa)","Calvin Harris",160667,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
181,"Lost In Japan","Shawn Mendes",160526,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
182,"RBB (Really Bad Boy)","Red Velvet",160475,https://open.spotify.com/track/006LuHbY5Tt9dhbdSOnVq6
183,"Never Enough","Loren Allred",159945,https://open.spotify.com/track/6rOWwGEE1Viz717xEfwGvh
184,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",159065,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
185,"Out of My League","Stephen Speaks",158606,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
186,"Just the Way You Are","Bruno Mars",157372,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
187,"Versace on the Floor","Bruno Mars",156807,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
188,"I'll Never Go","Erik Santos",156688,https://open.spotify.com/track/57kqyESt7sfljPxFohKPR4
189,Rainbow,"South Border",156564,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
190,"High Hopes","Panic! At The Disco",156276,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
191,"Treat You Better","Shawn Mendes",156040,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
192,Pa-umaga,"Al James",156017,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
193,"Only Want You","Rita Ora",155933,https://open.spotify.com/track/2CTN6UuO2dNEVZXR0DJVk2
194,"The Day You Said Goodnight",Hale,155696,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
195,Demonyo,"juan karlos",155263,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
196,Torete,"Moira Dela Torre",155004,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y
197,"TIC TOC",6ix9ine,154316,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
198,"The Man Who Can't Be Moved","The Script",154116,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
199,"Under Pressure - Remastered",Queen,153619,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
200,"If You See Her",LANY,153185,https://open.spotify.com/track/3coUcc0CDAHz2QwdP7Pee8
