,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
62,"Kung Akin Ang Mundo","Erik Santos",341747,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
63,Narcissist,"No Rome",341518,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
64,Mine,Bazzi,330282,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
65,"Without Me",Halsey,328213,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
66,"Pasensya Ka Na","Silent Sanctuary",327007,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
67,ILYSB,LANY,325006,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
68,"Let Me",ZAYN,308115,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
69,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,305924,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
70,"Di Makatulog",SUD,305032,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
71,"I'm a Mess","Bebe Rexha",301020,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
72,Perfect,"Ed Sheeran",300334,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
73,Migraine,Moonstar88,298308,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
74,Hiling,"Mark Carpio",295312,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
75,Magbalik,Callalily,291092,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
76,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,291010,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
77,Nadarang,"Shanti Dope",287141,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
78,"Let You Love Me","Rita Ora",281031,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
79,"Head Above Water","Avril Lavigne",278480,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6
80,Happier,"Ed Sheeran",276582,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
81,"no tears left to cry","Ariana Grande",272550,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
82,"Kahit Di Mo Alam","December Avenue",271192,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
83,Sila,SUD,270559,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
84,"Rewrite The Stars","Zac Efron",270099,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
85,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",265935,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
86,"Best Part (feat. Daniel Caesar)",H.E.R.,262914,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
87,Photograph,"Ed Sheeran",261678,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
88,"So Sick",Ne-Yo,260299,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
89,"Take A Bow - Main",Rihanna,257259,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
90,"ILYSB - STRIPPED",LANY,256126,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
91,"Promises (with Sam Smith)","Calvin Harris",253904,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
92,"What Lovers Do (feat. SZA)","Maroon 5",253559,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
93,Thunderclouds,Sia,252096,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
94,"Tell Me Where It Hurts",MYMP,251343,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
95,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",245592,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
96,"New Rules","Dua Lipa",244993,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
97,"Hanggang Kailan","Michael Pangilinan",239146,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
98,"Ang Huling El Bimbo",Eraserheads,237221,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
99,Tagu-Taguan,"Moira Dela Torre",236470,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
100,Someday,"Leanne & Naara",233797,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
101,Closer,"The Chainsmokers",230659,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
102,"I Love It (& Lil Pump)","Kanye West",229275,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
103,"Playinwitme (feat. Kehlani)",KYLE,228445,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
104,"The Day You Said Goodnight - Acoustic Version",Hale,226814,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
105,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",226357,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
106,"With a Smile","South Border",224171,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
107,"She Will Be Loved - Radio Mix","Maroon 5",224161,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
108,"BBoom BBoom",MOMOLAND,222925,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
109,"Ride Home",Ben&Ben,222197,https://open.spotify.com/track/1fXHTDYsJiFOjVWITaFp1j
110,Shallow,"Lady Gaga",220603,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
111,"Lucid Dreams","Juice WRLD",220229,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
112,"Havana (feat. Young Thug)","Camila Cabello",219101,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
113,Sino,"Unique Salonga",218643,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
114,"Falling Down - Bonus Track","Lil Peep",218263,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
115,Superhero,Lauv,218218,https://open.spotify.com/track/1Fo4OvzP9PThFKMeMIAEYu
116,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",217320,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
117,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",216479,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
118,Iris,"The Goo Goo Dolls",216148,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
119,Breakeven,"The Script",216121,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
120,"SICKO MODE","Travis Scott",212210,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
121,"I'm Yours","Jason Mraz",210749,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
122,Sa'yo,"Silent Sanctuary",210663,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
123,"How Deep Is Your Love","the bird and the bee",210534,https://open.spotify.com/track/4bYqnqT92z9bi50a2tRsjj
124,"Eroplanong Papel","December Avenue",206309,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
125,"Can’t Help Falling in Love","Kina Grannis",205524,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
126,"One and Only","Parokya Ni Edgar",202898,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
127,Mundo,"Khel Pangilinan",202346,https://open.spotify.com/track/4xQwNJo5mxER1vg88YWm7O
128,"pink skies",LANY,201186,https://open.spotify.com/track/6BZ6pl5bczDc3cMF1kBaOy
129,"Wake Up in the Sky","Gucci Mane",201125,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
130,"SLOW DANCING IN THE DARK",Joji,200811,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
131,"Want To","Dua Lipa",200806,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
132,Hericane,LANY,200417,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
133,"Huling Sayaw - Acoustic",Kamikazee,199359,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
134,"'Di Na Muli",Itchyworms,198239,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
135,"Psycho (feat. Ty Dolla $ign)","Post Malone",198176,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
136,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",195998,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
137,"Ipagpatawad Mo",Mayonnaise,195826,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
138,"Young Dumb & Broke",Khalid,195497,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
139,"Out of My League","Stephen Speaks",195427,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
140,"Why Can't It Be","Kaye Cal",192545,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
141,"Lost In Japan - Remix","Shawn Mendes",192116,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
142,Sandali,Because,190989,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
143,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,190772,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
144,"One Kiss (with Dua Lipa)","Calvin Harris",190560,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
145,"The Scientist",Coldplay,190375,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
146,"This I Promise You",*NSYNC,190361,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
147,"Capital Letters","Hailee Steinfeld",190049,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
148,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",188878,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
149,"A Thousand Years","Christina Perri",187153,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
150,"Kahit Ayaw Mo Na","This Band",186734,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
151,Stickwitu,"The Pussycat Dolls",185279,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
152,"Shape of You","Ed Sheeran",182209,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
153,"As If It's Your Last",BLACKPINK,181390,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
154,"I'm Not The Only One","Sam Smith",178928,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
155,Pa-Umaga,"Al James",178909,https://open.spotify.com/track/1bvPjHWOc5C8nHkw5U2Vb4
156,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",178531,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
157,"That's What I Like","Bruno Mars",178458,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
158,"Better Now","Post Malone",178247,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
159,"Before I Let You Go",Freestyle,177828,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
160,Prinsesa,6cyclemind,177110,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
161,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",176916,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
162,Lucky,"Jason Mraz",175777,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
163,"FOREVER YOUNG - KR Ver.",BLACKPINK,174969,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
164,Rainbow,"South Border",174914,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
165,Starving,"Hailee Steinfeld",174613,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
166,"Strawberries & Cigarettes","Troye Sivan",173329,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
167,"Good Girls",LANY,171805,https://open.spotify.com/track/2kMKmb60xVUIWW2Out8ypz
168,"I Want It That Way","Backstreet Boys",171418,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
169,"Beautiful Soul","Jesse McCartney",170911,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
170,Someday,Nina,170860,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
171,Terrified,"Katharine McPhee",170325,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
172,Harana,"Parokya Ni Edgar",170040,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
173,"Isa Pang Araw","Sarah Geronimo",169792,https://open.spotify.com/track/06ANmvjPpUeh8QQAAAcThx
174,"Just the Way You Are","Bruno Mars",169695,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
175,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",168807,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
176,FRIENDS,Marshmello,167447,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
177,"A Thousand Miles","Vanessa Carlton",165434,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
178,"So Slow",Freestyle,164983,https://open.spotify.com/track/1A40ESJJPEEJrqjC9BUO2B
179,"The Man Who Can't Be Moved","The Script",164807,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
180,"Bleeding Love","Leona Lewis",164348,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
181,"Little Do You Know","Alex & Sierra",164187,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
182,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",163700,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
183,"You And Me",Lifehouse,162813,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
184,OTW,Khalid,162332,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
185,"Never Be the Same","Camila Cabello",160159,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
186,SUNRISE,Ben&Ben,158937,https://open.spotify.com/track/3pO8AS9mXlI85OsHbJa4Jf
187,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",158592,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
188,"All Tonight - From ""Exes Baggage""","Midnight Meetings",158124,https://open.spotify.com/track/32FQqB67FkHkFSeXnuSYV0
189,"Let Me Be the One","Julie Anne San Jose",156886,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR
190,"Say My Name","David Guetta",156416,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
191,Natural,"Imagine Dragons",155052,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
192,Sundo,"Moira Dela Torre",154963,https://open.spotify.com/track/4SN0eYjvqBmElFQxP0Inys
193,"LOVE SCENARIO",iKON,154449,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
194,Youngblood,"5 Seconds of Summer",154407,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
195,"Meron Nang Iba","Silent Sanctuary",154221,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
196,"Chasing Cars","Snow Patrol",152938,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
197,"Your Song (My One and Only You)","Julie Anne San Jose",152548,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
198,"Never Enough","Loren Allred",152387,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
199,"Versace on the Floor","Bruno Mars",152367,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
200,"Shape of My Heart","Backstreet Boys",152105,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
