,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
20,Rise,"Jonas Blue",607457,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
21,Akala,Marion,586969,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
22,breathin,"Ariana Grande",577577,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
23,"Midnight Sky","Unique Salonga",545678,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
24,"8 Letters","Why Don't We",537819,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
25,"Freaky Friday (feat. Chris Brown)","Lil Dicky",535189,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
26,Sana,"I Belong to the Zoo",526035,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
27,"God is a woman","Ariana Grande",520481,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
28,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,505784,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
29,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",498319,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
30,"Oks Lang","John Roa",486649,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
31,Ex,Callalily,466682,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
32,"I'm a Mess","Bebe Rexha",465584,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
33,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",464261,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
34,"The Middle",Zedd,462390,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
35,"You Are The Reason","Calum Scott",461142,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
36,13,LANY,458516,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
37,IDOL,BTS,433026,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx
38,"Bakit Ba Ikaw","Michael Pangilinan",423203,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
39,Nadarang,"Shanti Dope",410890,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
40,Tadhana,"Up Dharma Down",405892,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
41,"Say You Won't Let Go","James Arthur",403089,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
42,Mine,Bazzi,388451,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
43,"I Like Me Better",Lauv,380355,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
44,"Electricity (with Dua Lipa)","Silk City",376479,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
45,"Pasensya Ka Na","Silent Sanctuary",371543,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
46,"Promises (with Sam Smith)","Calvin Harris",369535,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
47,"Lucky You (feat. Joyner Lucas)",Eminem,364673,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
48,"Kung Wala Ka",Hale,359176,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
49,"Strawberries & Cigarettes","Troye Sivan",346267,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
50,"Too Good At Goodbyes","Sam Smith",338742,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
51,Thunderclouds,Sia,336841,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
52,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",336185,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
53,Bulong,"December Avenue",333278,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
54,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,326333,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
55,Narcissist,"No Rome",321155,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
56,Connection,OneRepublic,319568,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
57,Migraine,Moonstar88,319029,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
58,"Super Far",LANY,313038,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
59,Hiling,"Mark Carpio",304839,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
60,"Let Me",ZAYN,299874,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
61,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",298078,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
62,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",298067,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
63,"no tears left to cry","Ariana Grande",295826,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
64,"Maybe The Night",Ben&Ben,295539,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
65,"Solo (feat. Demi Lovato)","Clean Bandit",294916,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
66,"Lucid Dreams","Juice WRLD",289962,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
67,"Best Part (feat. Daniel Caesar)",H.E.R.,282778,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
68,"BBoom BBoom",MOMOLAND,282303,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
69,Magbalik,Callalily,279639,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
70,"Playinwitme (feat. Kehlani)",KYLE,276571,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
71,"Rewrite The Stars","Zac Efron",272788,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
72,"Take A Bow - Main",Rihanna,270466,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
73,"Tell Me Where It Hurts",MYMP,269814,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
74,Superhero,Lauv,267496,https://open.spotify.com/track/1Fo4OvzP9PThFKMeMIAEYu
75,Sila,SUD,267264,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
76,"Di Makatulog",SUD,266290,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
77,Photograph,"Ed Sheeran",262825,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
78,Perfect,"Ed Sheeran",262080,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
79,"With a Smile","South Border",260733,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
80,"Hanggang Kailan","Michael Pangilinan",258751,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
81,"So Sick",Ne-Yo,256436,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
82,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",254120,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
83,Tagu-Taguan,"Moira Dela Torre",251698,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
84,"SICKO MODE","Travis Scott",248834,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
85,ILYSB,LANY,248582,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
86,Leaves,Ben&Ben,244702,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
87,Iris,"The Goo Goo Dolls",243778,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
88,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",241276,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
89,Happier,"Ed Sheeran",239308,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
90,"The Scientist",Coldplay,236584,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
91,"New Rules","Dua Lipa",236403,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
92,Natural,"Imagine Dragons",234814,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
93,"Can’t Help Falling in Love","Kina Grannis",234749,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
94,"Isa Pang Araw","Sarah Geronimo",231940,https://open.spotify.com/track/06ANmvjPpUeh8QQAAAcThx
95,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",231497,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
96,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",229334,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
97,IDOL,BTS,229171,https://open.spotify.com/track/2AIWoHr9DF6y4KALCBKWQS
98,"I'm Yours","Jason Mraz",228542,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
99,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",228507,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
100,"Why Can't It Be","Kaye Cal",228225,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
101,"The Day You Said Goodnight - Acoustic Version",Hale,227005,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
102,Pa-Umaga,"Al James",226999,https://open.spotify.com/track/1bvPjHWOc5C8nHkw5U2Vb4
103,"One and Only","Parokya Ni Edgar",225671,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
104,Darkside,"Alan Walker",225515,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
105,Enemies,Lauv,224227,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
106,"Ocean (feat. Khalid)","Martin Garrix",221896,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
107,Somebody,"The Chainsmokers",218743,https://open.spotify.com/track/6H0Ai73WGIOFoGm5zmbdx1
108,"FOREVER YOUNG - KR Ver.",BLACKPINK,218093,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
109,"Havana (feat. Young Thug)","Camila Cabello",215151,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
110,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,214744,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
111,Youngblood,"5 Seconds of Summer",213667,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
112,"Psycho (feat. Ty Dolla $ign)","Post Malone",213294,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
113,"Kahit Di Mo Alam","December Avenue",213111,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
114,Sino,"Unique Salonga",213019,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
115,"Ang Huling El Bimbo",Eraserheads,212488,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
116,Sa'yo,"Silent Sanctuary",211274,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
117,"One Kiss (with Dua Lipa)","Calvin Harris",210781,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
118,Closer,"The Chainsmokers",210295,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
119,"What Lovers Do (feat. SZA)","Maroon 5",209838,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
120,"'Di Na Muli",Itchyworms,204650,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
121,Torete,"Moira Dela Torre",204032,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y
122,Stickwitu,"The Pussycat Dolls",201965,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
123,"Beautiful Soul","Jesse McCartney",198244,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
124,"Tie Me Down (with Elley Duhé)",Gryffin,197608,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
125,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",197568,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
126,"I'm Not The Only One","Sam Smith",196379,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
127,"In My Mind",Dynoro,195808,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
128,"Lil’ Touch","Girls' Generation-Oh!GG",195594,https://open.spotify.com/track/4D5Ode2OfZMxIwQyvmhUe8
129,"The Ringer",Eminem,193636,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
130,"Out of My League","Stephen Speaks",193002,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
131,"As If It's Your Last",BLACKPINK,192083,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
132,"She Will Be Loved - Radio Mix","Maroon 5",191676,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
133,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",191060,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
134,"Huling Sayaw - Acoustic",Kamikazee,190527,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
135,"Shape of You","Ed Sheeran",190091,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
136,"Love Someone","Lukas Graham",189392,https://open.spotify.com/track/6r3baE6njwU4aoJq6zPukG
137,"Ipagpatawad Mo",Mayonnaise,188100,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
138,Sundo,"Moira Dela Torre",188003,https://open.spotify.com/track/4SN0eYjvqBmElFQxP0Inys
139,Breakeven,"The Script",187394,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
140,"How Deep Is Your Love","the bird and the bee",185662,https://open.spotify.com/track/4bYqnqT92z9bi50a2tRsjj
141,"Better Now","Post Malone",184630,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
142,"You And Me",Lifehouse,181050,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
143,"Before I Let You Go",Freestyle,178545,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
144,"ILYSB - STRIPPED",LANY,177870,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
145,"I Love It (& Lil Pump)","Kanye West",176876,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
146,Harana,"Parokya Ni Edgar",176020,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
147,"Lucky Strike","Troye Sivan",174125,https://open.spotify.com/track/5mTJcvxRxq3uF5wUjjciDw
148,OTW,Khalid,174056,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
149,Rainbow,"South Border",172337,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
150,"The Day You Said Goodnight",Hale,171474,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
151,"The Man Who Can't Be Moved","The Script",169806,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
152,"Body (feat. Brando)","Loud Luxury",169195,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
153,Prinsesa,6cyclemind,169080,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
154,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",168671,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
155,"So Slow",Freestyle,167511,https://open.spotify.com/track/1A40ESJJPEEJrqjC9BUO2B
156,"Collide - Acoustic Version","Howie Day",167316,https://open.spotify.com/track/5rwq6R0Uq0BngM3rdmCeNg
157,"Ako Muna","Yeng Constantino",166997,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
158,"Capital Letters","Hailee Steinfeld",166783,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
159,Euphoria,BTS,166086,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0
160,Stars,Callalily,165808,https://open.spotify.com/track/6aDYL0klsShJ1NDScruk2G
161,"Eroplanong Papel","December Avenue",165630,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
162,Dive,"Ed Sheeran",164876,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
163,Weak,"Khel Pangilinan",164443,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
164,sweetener,"Ariana Grande",163359,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
165,"High On Life (feat. Bonn)","Martin Garrix",163297,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
166,"I'll Never Go","Erik Santos",163227,https://open.spotify.com/track/4ub59HeXqdYApJtkJqnvXE
167,"Pusong Ligaw","Jericho Rosales",161942,https://open.spotify.com/track/14pj36HKHd6c72njvGVPWU
168,"God's Plan",Drake,161906,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
169,"All I Am","Jess Glynne",161738,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
170,"That's What I Like","Bruno Mars",161399,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
171,"Let Me Be the One","Julie Anne San Jose",161123,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR
172,"Nadarang - Campfire Mix","Kyle Juliano",159892,https://open.spotify.com/track/2RzdvVrhZdoa3PyrU0NTLp
173,"Right Now","Nick Jonas",159787,https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk
174,REMEDY,Alesso,159326,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
175,Gitara,"Parokya Ni Edgar",156519,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
176,"I Like It","Cardi B",156282,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
177,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",156175,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
178,"FAKE LOVE",BTS,156131,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
179,Mau,"Shanti Dope",155516,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3
180,"Young Dumb & Broke",Khalid,154590,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
181,"Just the Way You Are","Bruno Mars",154438,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
182,"We Don't Care",Sigala,154416,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
183,"Your Song (My One and Only You)","Julie Anne San Jose",154194,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
184,Lucky,"Jason Mraz",154120,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
185,"A Thousand Miles","Vanessa Carlton",153728,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
186,Fall,Eminem,153415,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
187,"Wherever You Will Go","The Calling",152694,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz
188,"I Fall Apart","Post Malone",152293,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
189,"High Hopes","Panic! At The Disco",152128,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
190,SAD!,XXXTENTACION,151747,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
191,"Versace on the Floor","Bruno Mars",151297,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
192,"It Might Be You - Theme from Everyday I Love You","Michael Pangilinan",150806,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1
193,"Fall for You (Acoustic)","Secondhand Serenade",150631,https://open.spotify.com/track/5V7mTIcXVU9k2JNu0mE6vy
194,"Till I Met You","Angeline Quinto",149319,https://open.spotify.com/track/0JzwzRDkwZr8s1WRfNgUqA
195,"Meron Nang Iba","Silent Sanctuary",149052,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
196,"Dance The Night Away",TWICE,148960,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
197,"Chasing Cars","Snow Patrol",148905,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
198,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",148871,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
199,"Sunday Morning","Maroon 5",148805,https://open.spotify.com/track/5qII2n90lVdPDcgXEEVHNy
200,"LOVE SCENARIO",iKON,148409,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
