,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
61,Migraine,Moonstar88,319596,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
62,Bulong,"December Avenue",312525,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
63,"SICKO MODE","Travis Scott",312145,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
64,Sana,"I Belong to the Zoo",310402,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
65,everytime,"Ariana Grande",301080,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0
66,"8 Letters","Why Don't We",298367,https://open.spotify.com/track/6AkFxZzBfyzV5RF7mGkASM
67,"Playinwitme (feat. Kehlani)",KYLE,288978,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
68,Magbalik,Callalily,287771,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
69,"Only You (with Little Mix)","Cheat Codes",287754,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
70,"Trivia 轉 : Seesaw",BTS,283418,https://open.spotify.com/track/1ZPpGPko8oULTmi34rozMh
71,"Serendipity (Full Length Edition)",BTS,283159,https://open.spotify.com/track/5cQB9fbuQCz4muQUFkv3rR
72,Hiling,"Mark Carpio",282029,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
73,"Rewrite The Stars","Zac Efron",281390,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
74,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",277676,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
75,"Best Part (feat. Daniel Caesar)",H.E.R.,277453,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
76,Tagu-Taguan,"Moira Dela Torre",277097,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
77,"With a Smile","South Border",276017,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
78,"Born To Be Yours",Kygo,274109,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
79,"Tell Me Where It Hurts",MYMP,273733,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
80,"Hanggang Kailan","Michael Pangilinan",270228,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
81,Enemies,Lauv,269583,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
82,Perfect,"Ed Sheeran",269438,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
83,"Answer : Love Myself",BTS,269407,https://open.spotify.com/track/4eVkn18rN4GguUWOsR6Use
84,"I'm Fine",BTS,267910,https://open.spotify.com/track/0EQMrxdeiBhry9JCxskko3
85,"Maybe The Night",Ben&Ben,264858,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
86,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",263015,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
87,"The Day You Said Goodnight - Acoustic Version",Hale,257428,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
88,Sila,SUD,257072,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
89,sweetener,"Ariana Grande",256854,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
90,"Psycho (feat. Ty Dolla $ign)","Post Malone",255672,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
91,Thunderclouds,Sia,253385,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
92,ILYSB,LANY,250049,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
93,"Take A Bow - Main",Rihanna,249271,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
94,Iris,"The Goo Goo Dolls",248482,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
95,"The Scientist",Coldplay,247087,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
96,"Trivia 起 : Just Dance",BTS,246317,https://open.spotify.com/track/0usLRFLmYXYahKNgXxsuJc
97,Epiphany,BTS,246241,https://open.spotify.com/track/7L8hkKW4hnemNfuOfEZcle
98,Photograph,"Ed Sheeran",244632,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
99,"So Sick",Ne-Yo,244443,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
100,"FAKE LOVE",BTS,242989,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
101,"One and Only","Parokya Ni Edgar",241702,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
102,Somebody,"The Chainsmokers",240384,https://open.spotify.com/track/6H0Ai73WGIOFoGm5zmbdx1
103,"Di Makatulog",SUD,240147,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
104,"Body (feat. Brando)","Loud Luxury",239765,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
105,"Havana (feat. Young Thug)","Camila Cabello",238495,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
106,"FOREVER YOUNG - KR Ver.",BLACKPINK,236694,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
107,Leaves,Ben&Ben,233935,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
108,Sino,"Unique Salonga",233730,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
109,Darkside,"Alan Walker",232734,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
110,"I'm Yours","Jason Mraz",229698,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
111,"Why Can't It Be","Kaye Cal",229479,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
112,"In My Mind",Dynoro,225783,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
113,"What Lovers Do (feat. SZA)","Maroon 5",223738,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
114,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",222930,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
115,"New Rules","Dua Lipa",221821,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
116,DNA,BTS,221599,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
117,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",218604,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
118,Torete,"Moira Dela Torre",217258,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y
119,"One Kiss (with Dua Lipa)","Calvin Harris",217216,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
120,"Can’t Help Falling in Love","Kina Grannis",216151,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
121,Sa'yo,"Silent Sanctuary",214673,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
122,"Taste (feat. Offset)",Tyga,212958,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
123,"Ang Huling El Bimbo",Eraserheads,212811,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
124,"I Like It","Cardi B",212306,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
125,"Trivia 承 : Love",BTS,211038,https://open.spotify.com/track/6aHCXTCkPiB4zgXKpB7BHS
126,Closer,"The Chainsmokers",209642,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
127,"Magic Shop",BTS,207727,https://open.spotify.com/track/22ryCgQttpV7oCrn7llGRu
128,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",207263,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
129,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,204765,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
130,"Kahit Di Mo Alam","December Avenue",202306,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
131,"I'm Not The Only One","Sam Smith",201522,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
132,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,199789,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
133,"Better Now","Post Malone",198923,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
134,"'Di Na Muli",Itchyworms,198903,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
135,"Tie Me Down (with Elley Duhé)",Gryffin,198562,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
136,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",198442,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
137,"The Truth Untold",BTS,198342,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
138,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",197585,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
139,"Huling Sayaw - Acoustic",Kamikazee,197512,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
140,"Shape of You","Ed Sheeran",195647,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
141,"Before I Let You Go",Freestyle,195454,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
142,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",191316,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
143,OTW,Khalid,190041,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
144,"As If It's Your Last",BLACKPINK,189095,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
145,"She Will Be Loved - Radio Mix","Maroon 5",187018,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
146,"Jackie Chan",Tiësto,186948,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
147,"Out of My League","Stephen Speaks",184916,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
148,"Side Effects (feat. Emily Warren)","The Chainsmokers",184093,https://open.spotify.com/track/3OtQmFLS5b3pTgIf44GQFJ
149,"God's Plan",Drake,183699,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
150,Natural,"Imagine Dragons",183660,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
151,Sundo,"Moira Dela Torre",183408,https://open.spotify.com/track/4SN0eYjvqBmElFQxP0Inys
152,Stickwitu,"The Pussycat Dolls",182769,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
153,Rainbow,"South Border",181873,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
154,"Ipagpatawad Mo",Mayonnaise,181553,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
155,"ILYSB - STRIPPED",LANY,181410,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
156,"Beautiful Soul","Jesse McCartney",181271,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
157,"Capital Letters","Hailee Steinfeld",180540,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
158,"You And Me",Lifehouse,179796,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
159,Harana,"Parokya Ni Edgar",177982,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
160,"So Slow",Freestyle,176177,https://open.spotify.com/track/1A40ESJJPEEJrqjC9BUO2B
161,SAD!,XXXTENTACION,175662,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
162,Mau,"Shanti Dope",174922,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3
163,"Airplane pt.2",BTS,174439,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
164,"High On Life (feat. Bonn)","Martin Garrix",173300,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
165,"Still New York",MAX,172297,https://open.spotify.com/track/4txpZk7WSjV1dsZAw5WYcT
166,"Intro: Singularity",BTS,170750,https://open.spotify.com/track/6ePyl2ns4b7MVYhjsj32ZK
167,Breakeven,"The Script",170307,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
168,Prinsesa,6cyclemind,170165,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
169,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",169940,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
170,"The Man Who Can't Be Moved","The Script",169580,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
171,Dive,"Ed Sheeran",168629,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
172,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",168355,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
173,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",167320,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
174,Stars,Callalily,167207,https://open.spotify.com/track/6aDYL0klsShJ1NDScruk2G
175,"High Hopes","Panic! At The Disco",166612,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
176,Anpanman,BTS,165999,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
177,"I Fall Apart","Post Malone",165003,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
178,"We Don't Care",Sigala,164455,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
179,"That's What I Like","Bruno Mars",163776,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
180,"The Day You Said Goodnight",Hale,163318,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
181,"Isa Pang Araw","Sarah Geronimo",162890,https://open.spotify.com/track/06ANmvjPpUeh8QQAAAcThx
182,R.E.M,"Ariana Grande",161578,https://open.spotify.com/track/1xWH8zYtDeS9mW1JJG23VZ
183,"Young Dumb & Broke",Khalid,161456,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
184,Gitara,"Parokya Ni Edgar",160952,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
185,"Collide - Acoustic Version","Howie Day",160615,https://open.spotify.com/track/5rwq6R0Uq0BngM3rdmCeNg
186,Terrified,"Katharine McPhee",160442,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
187,"Never Enough","Loren Allred",159703,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
188,"This Is Me","Keala Settle",159420,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
189,"When You Say Nothing At All",Boyzone,159353,https://open.spotify.com/track/4In8AR7usFmBDCWLfuEb92
190,"Eroplanong Papel","December Avenue",158486,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
191,"Pusong Ligaw","Jericho Rosales",158257,https://open.spotify.com/track/14pj36HKHd6c72njvGVPWU
192,Dura,"Daddy Yankee",157008,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
193,"It Might Be You - Theme from Everyday I Love You","Michael Pangilinan",156431,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1
194,"Wherever You Will Go","The Calling",156192,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz
195,"Let Me Be the One","Julie Anne San Jose",156058,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR
196,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",155348,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
197,"Dance The Night Away",TWICE,154767,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
198,"Meron Nang Iba","Silent Sanctuary",154412,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
199,"I'll Never Go","Erik Santos",153953,https://open.spotify.com/track/4ub59HeXqdYApJtkJqnvXE
200,"Nadarang - Campfire Mix","Kyle Juliano",153731,https://open.spotify.com/track/2RzdvVrhZdoa3PyrU0NTLp
