,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
145,Prinsesa,6cyclemind,189374,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
146,"A Million Dreams","Ziv Zaifman",188881,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
147,Dive,"Ed Sheeran",188864,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
148,Rainbow,"South Border",188242,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
149,"Pusong Ligaw","Jericho Rosales",187372,https://open.spotify.com/track/14pj36HKHd6c72njvGVPWU
150,"The Man Who Can't Be Moved","The Script",185938,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
151,"REALLY - KR Ver.",BLACKPINK,185434,https://open.spotify.com/track/7AWtaOSb7cgi16wJr3mkuf
152,"Never Enough","Loren Allred",184347,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
153,"Versace on the Floor","Bruno Mars",183717,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
154,Sana,"I Belong to the Zoo",183018,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
155,"That's What I Like","Bruno Mars",182606,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
156,"Hayaan Mo Sila","Ex Battalion",181927,https://open.spotify.com/track/7MrDfa1uQGVXx0JMZ2u5tN
157,"Out of My League","Stephen Speaks",181734,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
158,"High Hopes","Panic! At The Disco",181117,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
159,"Boo'd Up","Ella Mai",180987,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
160,"Collide - Acoustic Version","Howie Day",180324,https://open.spotify.com/track/5rwq6R0Uq0BngM3rdmCeNg
161,Breakeven,"The Script",176766,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
162,"all the kids are depressed","Jeremy Zucker",176653,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
163,Stars,Callalily,175671,https://open.spotify.com/track/6aDYL0klsShJ1NDScruk2G
164,"I Fall Apart","Post Malone",174607,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
165,"A Thousand Years","Christina Perri",173715,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
166,Nonstop,Drake,169684,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
167,"What is Love?",TWICE,169067,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
168,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",168057,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
169,"Never Be the Same","Camila Cabello",167077,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
170,"When You Say Nothing At All",Boyzone,164091,https://open.spotify.com/track/4In8AR7usFmBDCWLfuEb92
171,Natural,"Imagine Dragons",163596,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
172,"You Are My Sunshine","Moira Dela Torre",163324,https://open.spotify.com/track/4hEcAsNF6RG9VCV7xElgCG
173,"Finesse - Remix; feat. Cardi B","Bruno Mars",162964,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
174,"Love Lies (with Normani)",Khalid,162892,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
175,"Bakit Ba Ikaw","Michael Pangilinan",161880,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
176,"Just the Way You Are","Bruno Mars",161670,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
177,"Your Song - My One and Only You","Julie Anne San Jose",161225,https://open.spotify.com/track/311a0P87ZiMjjCaoQSZEfh
178,"LOVE SCENARIO",iKON,161190,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
179,"Chasing Cars","Snow Patrol",160793,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
180,"ocean eyes","Billie Eilish",160304,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
181,"Young Dumb & Broke",Khalid,160212,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
182,"Wherever You Will Go","The Calling",159387,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz
183,Kundiman,"Silent Sanctuary",158215,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
184,Gitara,"Parokya Ni Edgar",158117,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
185,"Nadarang - Campfire Mix","Kyle Juliano",157196,https://open.spotify.com/track/2RzdvVrhZdoa3PyrU0NTLp
186,"Little Do You Know","Alex & Sierra",156886,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
187,Lucky,"Jason Mraz",156153,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
188,"Foolish Heart",Nina,154789,https://open.spotify.com/track/0pzEVarX9S2ZFYZFhefZhU
189,"It Might Be You - Theme from Everyday I Love You","Michael Pangilinan",154135,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1
190,Titibo-Tibo,"Moira Dela Torre",153743,https://open.spotify.com/track/7MOX9rPYtyOVUr1sG540xs
191,"Ngayong Gabi","Al James",153421,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
192,"More Than Words",Extreme,153198,https://open.spotify.com/track/1gVgkQFOKa8Wc1HYsJtPdH
193,"A Thousand Miles","Vanessa Carlton",153024,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
194,"This I Promise You",*NSYNC,152189,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
195,"Kahit Di Mo Alam","December Avenue",151536,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
196,"I'll Make Love To You","Boyz II Men",150997,https://open.spotify.com/track/61sQYdFNS6sEBYCyr1q5gn
197,APESHIT,"The Carters",148433,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
198,Terrified,"Katharine McPhee",148123,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
199,"Fresh Eyes","Andy Grammer",147306,https://open.spotify.com/track/5NDUXbMwcnTQp66tI2zcdR
200,"New Light","John Mayer",146390,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
