,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
88,SOLO,JENNIE,259400,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
89,Migraine,Moonstar88,259294,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
90,Nightmare,Halsey,255283,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
91,"Truth Hurts",Lizzo,255214,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
92,"The Middle",Zedd,250595,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
93,Shallow,"Lady Gaga",249950,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
94,"Oks Lang","John Roa",247157,https://open.spotify.com/track/6YEO7K4hwGKh7BmNxMMvkc
95,Magbalik,Callalily,247041,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
96,"Lost In Japan","Shawn Mendes",246502,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
97,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,245970,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
98,"You Are The Reason","Calum Scott",243265,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
99,"Kick It",BLACKPINK,243216,https://open.spotify.com/track/5R0cvR5BMFkLomChhmcCzr
100,SOS,Avicii,240532,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
101,Leaves,Ben&Ben,237182,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
102,"Ang Huling El Bimbo",Eraserheads,236656,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
103,"There's No Way (feat. Julia Michaels)",Lauv,232671,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
104,"Kapit - From ""Alone / Together""","Armi Millare",231407,https://open.spotify.com/track/02GtNoUv85fOPEaCTlpYzr
105,Nadarang,"Shanti Dope",231284,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
106,Better,Khalid,231058,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
107,"Someone You Loved","Lewis Capaldi",230826,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
108,Perfect,"Ed Sheeran",229428,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
109,"I Don't Wanna Love You Anymore",LANY,227215,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
110,"Tell Me Where It Hurts",MYMP,223754,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
111,"BOOMBAYAH - KR Ver.",BLACKPINK,223311,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
112,"Urong Sulong","Alisson Shore",221982,https://open.spotify.com/track/2KoWHNtJrbE0WxWfQjYjyu
113,"Thick And Thin",LANY,220482,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
114,Happier,"Ed Sheeran",217874,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
115,"I'm Yours","Jason Mraz",216731,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
116,Hiling,"Mark Carpio",215381,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
117,Mikrokosmos,BTS,215210,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
118,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",215071,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
119,"Shape of My Heart","Backstreet Boys",214142,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
120,"The Day You Said Goodnight",Hale,212133,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
121,"With a Smile","South Border",211649,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
122,"Bat Ngayon?, Pt.1",CLR,210117,https://open.spotify.com/track/5dE2M9Q15O1JMeOODNNgIm
123,"Ikaw Lang",Kiyo,208255,https://open.spotify.com/track/2kRjoaqiyeS0Faus5wKztH
124,"This I Promise You",*NSYNC,207720,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
125,Starving,"Hailee Steinfeld",206838,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
126,Lucky,"Jason Mraz",206556,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
127,Photograph,"Ed Sheeran",205457,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
128,"break up with your girlfriend, i'm bored","Ariana Grande",205300,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
129,"Make It Right",BTS,205030,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
130,"She Will Be Loved - Radio Mix","Maroon 5",204894,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
131,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",202628,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
132,"Forever Young",BLACKPINK,201651,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
133,"So Am I","Ava Max",200737,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
134,Sandali,Because,200304,https://open.spotify.com/track/0WRSaei4JRI1KTYhMqQh9y
135,"Never Not",Lauv,199577,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
136,"You And Me",Lifehouse,198687,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
137,"Kiss and Make Up","Dua Lipa",197711,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
138,"One and Only","Parokya Ni Edgar",197342,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
139,Sila,SUD,194945,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
140,Someday,Nina,193032,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
141,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",190231,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
142,Closer,"The Chainsmokers",190092,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
143,Sixteen,"Ellie Goulding",189918,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
144,Happiness,"Rex Orange County",189345,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
145,Iris,"The Goo Goo Dolls",189230,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
146,"Maikee's Letters","Just Hush",187516,https://open.spotify.com/track/7xJ3VASYirHyuTpxDvTVbV
147,"Super Far",LANY,187418,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
148,"Psycho (feat. Ty Dolla $ign)","Post Malone",187126,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
149,Stickwitu,"The Pussycat Dolls",187036,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
150,"Just the Way You Are","Bruno Mars",186935,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
151,ILYSB,LANY,186815,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
152,Statue,"Lil Eddie",186068,https://open.spotify.com/track/540wIRdRBfKdC12S3mCF9j
153,EARFQUAKE,"Tyler, The Creator",184291,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
154,"So Sick",Ne-Yo,183111,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
155,"Bleeding Love","Leona Lewis",182850,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
156,"Hope Not",BLACKPINK,180756,https://open.spotify.com/track/32107DdzIGbVs9Pi54MuRS
157,"Take A Bow - Main",Rihanna,180077,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
158,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",180050,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
159,"Big Plans","Why Don't We",178879,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
160,"Treat You Better","Shawn Mendes",178674,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
161,"Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack]","December Avenue",177785,https://open.spotify.com/track/4yLc803i7qcWx4V2piWPH5
162,"ILYSB - STRIPPED",LANY,176481,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
163,Rainbow,"South Border",175975,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
164,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",175887,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
165,Sa'yo,"Silent Sanctuary",175359,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
166,"Old Town Road","Lil Nas X",174846,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
167,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,174758,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
168,"Love Shot",EXO,174553,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
169,"달라달라 (DALLA DALLA)",ITZY,174536,https://open.spotify.com/track/0GU5GuJQQEnnREO2FxnVPT
170,Wow.,"Post Malone",173698,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
171,"A Thousand Miles","Vanessa Carlton",173535,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
172,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",172444,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
173,"Hanggang Kailan","Michael Pangilinan",171860,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
174,"A Thousand Years","Christina Perri",171567,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
175,"I Want It That Way","Backstreet Boys",170518,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
176,"no tears left to cry","Ariana Grande",170374,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
177,Tagu-Taguan,"Moira Dela Torre",170291,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
178,"Dating Tayo","TJ Monterde",169581,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
179,"Rescue Me",OneRepublic,168857,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
180,"Your Song (My One and Only You)","Julie Anne San Jose",168141,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
181,Youngblood,"5 Seconds of Summer",167748,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
182,"wish you were gay","Billie Eilish",166978,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
183,"Be Alright","Dean Lewis",166892,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
184,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",166683,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
185,"A Whole New World - From ""Aladdin""","Darren Espanto",166563,https://open.spotify.com/track/3tWw8jEXsPeZh7zZoidKuh
186,"High Hopes","Panic! At The Disco",166216,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
187,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",165954,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
188,"Why Can't It Be","Kaye Cal",164671,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
189,"Saturday Nights",Khalid,164466,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
190,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",164247,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
191,Breakeven,"The Script",163430,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
192,"Huling Sayaw - Acoustic",Kamikazee,161765,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
193,"WHISTLE - KR Ver.",BLACKPINK,161508,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
194,"Ipagpatawad Mo",Mayonnaise,160072,https://open.spotify.com/track/7aOgo3FixklrEF0FWCgPLX
195,"Before I Let You Go",Freestyle,159532,https://open.spotify.com/track/5T8bLnWG8sg9ER8RKNZbCB
196,"Just Us (feat. SZA)","DJ Khaled",158995,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS
197,"I'm a Mess","Bebe Rexha",158784,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
198,"Shape of You","Ed Sheeran",158196,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
199,Sundo,Imago,157135,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
200,"when the party's over","Billie Eilish",156026,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
