,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
24,"Call You Mine (with Bebe Rexha)","The Chainsmokers",705731,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
25,"'Di Na Babalik","This Band",704299,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h
26,"Missin You Crazy",Russ,691309,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
27,"Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","December Avenue",688727,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c
28,Bulong,"December Avenue",688299,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
29,"Boy With Luv (feat. Halsey)",BTS,662890,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
30,"Best Part (feat. Daniel Caesar)",H.E.R.,656129,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
31,"i'm so tired...",Lauv,649923,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
32,Sanctuary,Joji,648525,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
33,"Kathang Isip",Ben&Ben,635028,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
34,"Balang Araw","I Belong to the Zoo",622932,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
35,"Love Someone","Lukas Graham",622607,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
36,Dalaga,ALLMO$T,620914,https://open.spotify.com/track/3PLARiBoxCpJFUMZhvV63x
37,"bad guy","Billie Eilish",617147,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
38,"Without Me",Halsey,610323,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
39,Pagtingin,Ben&Ben,604577,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd
40,Nobela,"Join The Club",595503,https://open.spotify.com/track/3vGkyQlCw8LklNip0ZUELC
41,"Filipina Girl","Billy Crawford",587843,https://open.spotify.com/track/7iNMzfw2couNdTNXMYG2IR
42,Wrong,"Luh Kel",562996,https://open.spotify.com/track/3EludUFeAoJAwSixWGG5Wg
43,"Dancing With A Stranger (with Normani)","Sam Smith",554480,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
44,Paradise,Bazzi,552978,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
45,"A Whole New World - From ""Aladdin""","Darren Espanto",503048,https://open.spotify.com/track/3tWw8jEXsPeZh7zZoidKuh
46,Buwan,"juan karlos",477875,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
47,"I Like Me Better",Lauv,472918,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
48,"Sa Ngalan Ng Pag-Ibig","December Avenue",471048,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
49,"Sad Forever",Lauv,447977,https://open.spotify.com/track/4a5zacCsHLtMC2mcxkqWwn
50,BIRTHDAY,SOMI,446180,https://open.spotify.com/track/3jsWXhE5NuPWQ4IHplv2zt
51,"Here With Me",Marshmello,435201,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
52,2002,Anne-Marie,427209,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
53,"Civil War",Russ,410045,https://open.spotify.com/track/5tmu5pAFHkUSl8Fo8ncyA4
54,Sucker,"Jonas Brothers",394405,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
55,"thank u, next","Ariana Grande",378318,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
56,Ex,Callalily,376033,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm
57,"A Brand New Day (BTS World Original Soundtrack) [Pt. 2]",BTS,374305,https://open.spotify.com/track/5XkyZyKMdFungjDb9cUKc3
58,"Say You Won't Let Go","James Arthur",362871,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
59,Mundo,"IV Of Spades",357305,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
60,Undecided,"Chris Brown",349530,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
61,okay,LANY,347596,https://open.spotify.com/track/1a0Mg4XPdt4EKsUz5beRZY
62,"Beautiful (feat. Camila Cabello)",Bazzi,338883,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
63,"Bakit Ba Ikaw","Michael Pangilinan",329979,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
64,"Speechless (Full)","Naomi Scott",324155,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
65,"Malibu Nights",LANY,322587,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
66,"Kahit Di Mo Alam","December Avenue",322067,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
67,Happier,Marshmello,321816,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
68,"All Night (BTS World Original Soundtrack) [Pt. 3]",BTS,312516,https://open.spotify.com/track/70sKIAQgaVN2zWEEyOpyMZ
69,"'Di Na Muli","Janine Teñoso",310745,https://open.spotify.com/track/6p6DiqAPwMX7vdrSo30wgo
70,"Only Human","Jonas Brothers",309731,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
71,Tadhana,"Up Dharma Down",308005,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
72,Panini,"Lil Nas X",307286,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
73,"7 rings","Ariana Grande",307051,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
74,"Kung Wala Ka",Hale,306702,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
75,"Girls Like You (feat. Cardi B)","Maroon 5",306042,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
76,FANCY,TWICE,305019,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
77,"Too Good At Goodbyes","Sam Smith",303115,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
78,"Tagpuan - Duet Version","Moira Dela Torre",287583,https://open.spotify.com/track/1bBDyj7kZdMOAMX3czsWFg
79,"Dream Glow (BTS World Original Soundtrack) - Pt. 1",BTS,285826,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
80,"Money In The Grave (Drake ft. Rick Ross)",Drake,284672,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
81,"Find U Again (feat. Camila Cabello)","Mark Ronson",282993,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf
82,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",282336,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
83,"One Thing Right - feat. Kane Brown",Marshmello,281971,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
84,Tagpuan,"Moira Dela Torre",281917,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
85,"Someone You Loved","Lewis Capaldi",276954,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
86,"Sweet but Psycho","Ava Max",273708,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
87,"Pasensya Ka Na","Silent Sanctuary",273357,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
88,"Don't Know What To Do",BLACKPINK,272753,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
89,IDGAF,"Dua Lipa",270587,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
90,Weak,"Khel Pangilinan",269943,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
91,"You Are The Reason","Calum Scott",267681,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
92,"No Guidance (feat. Drake)","Chris Brown",267312,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
93,Heaven,Avicii,264902,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
94,"Eastside (with Halsey & Khalid)","benny blanco",263899,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
95,Zimzalabim,"Red Velvet",260999,https://open.spotify.com/track/0GUbhhI5fRx7BlqlqlhjuB
96,"DDU-DU DDU-DU",BLACKPINK,259642,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
97,Migraine,Moonstar88,259536,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
98,Amatz,"Shanti Dope",255323,https://open.spotify.com/track/59aZ0ioyVrmtdut1KfU5aT
99,"This Feeling","The Chainsmokers",254262,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
100,Magbalik,Callalily,254104,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
101,Shallow,"Lady Gaga",252628,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
102,"Lost In Japan","Shawn Mendes",251249,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
103,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",248058,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
104,"Shape of My Heart","Backstreet Boys",246047,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
105,"Thru These Tears",LANY,246043,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
106,"Ang Huling El Bimbo",Eraserheads,245844,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
107,"As If It's Your Last",BLACKPINK,240893,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
108,"The Middle",Zedd,240543,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
109,"Who Do You Love","The Chainsmokers",240409,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
110,"I'm Yours","Jason Mraz",239679,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
111,"This I Promise You",*NSYNC,235119,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
112,"Ikaw At Ako","Moira Dela Torre",233725,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
113,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",232858,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
114,Easier,"5 Seconds of Summer",232466,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
115,Better,Khalid,232343,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
116,Lucky,"Jason Mraz",231042,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
117,Perfect,"Ed Sheeran",230913,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
118,Leaves,Ben&Ben,228468,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
119,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",228132,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
120,"The Day You Said Goodnight",Hale,226452,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
121,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,225982,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
122,"Oks Lang","John Roa",225829,https://open.spotify.com/track/6YEO7K4hwGKh7BmNxMMvkc
123,Stickwitu,"The Pussycat Dolls",225685,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
124,"Urong Sulong","Alisson Shore",224634,https://open.spotify.com/track/2KoWHNtJrbE0WxWfQjYjyu
125,"Rescue Me",OneRepublic,223548,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
126,"Tell Me Where It Hurts",MYMP,221784,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
127,Ex,Callalily,219441,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
128,Happier,"Ed Sheeran",217594,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
129,"Rewrite The Stars","Zac Efron",217311,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
130,"She Will Be Loved - Radio Mix","Maroon 5",217265,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
131,Happiness,"Rex Orange County",215649,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
132,Photograph,"Ed Sheeran",215058,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
133,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",214022,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
134,"Old Town Road","Lil Nas X",213756,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
135,Starving,"Hailee Steinfeld",211428,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
136,SOLO,JENNIE,211165,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
137,"You And Me",Lifehouse,209811,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
138,"Just the Way You Are","Bruno Mars",207430,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
139,Nadarang,"Shanti Dope",206862,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
140,"Thick And Thin",LANY,206255,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
141,"Truth Hurts",Lizzo,206176,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
142,"So Sick",Ne-Yo,204844,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
143,Hiling,"Mark Carpio",201380,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
144,"A Thousand Miles","Vanessa Carlton",201180,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
145,Sila,SUD,200726,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
146,Someday,Nina,200060,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
147,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",199656,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
148,Iris,"The Goo Goo Dolls",199108,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
149,"I Don't Wanna Love You Anymore",LANY,197588,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
150,"Psycho (feat. Ty Dolla $ign)","Post Malone",197029,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
151,"With a Smile","South Border",195835,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
152,"Bleeding Love","Leona Lewis",195178,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
153,"Big Plans","Why Don't We",194978,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
154,Closer,"The Chainsmokers",192918,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
155,"BOOMBAYAH - KR Ver.",BLACKPINK,192900,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
156,"Take A Bow - Main",Rihanna,191062,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
157,"214 - From ""Alone/Together""","JM De Guzman",190328,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
158,"It's You","Ali Gatie",189311,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
159,"One and Only","Parokya Ni Edgar",188498,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
160,"Mad Love",Mabel,187629,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
161,Rainbow,"South Border",187139,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
162,"There's No Way (feat. Julia Michaels)",Lauv,187059,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
163,"Super Far",LANY,185003,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
164,"I Want It That Way","Backstreet Boys",184016,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
165,Sa'yo,"Silent Sanctuary",183497,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
166,"break up with your girlfriend, i'm bored","Ariana Grande",182474,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
167,"Ikaw Lang",Kiyo,181970,https://open.spotify.com/track/2kRjoaqiyeS0Faus5wKztH
168,"Maikee's Letters","Just Hush",181755,https://open.spotify.com/track/7xJ3VASYirHyuTpxDvTVbV
169,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",180999,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
170,"Treat You Better","Shawn Mendes",179288,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
171,ILYSB,LANY,178663,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
172,"Post Malone (feat. RANI)","Sam Feldt",176597,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
173,Breakeven,"The Script",176150,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
174,"Sad Song (feat. TINI)",Alesso,175800,https://open.spotify.com/track/2JoIjuzRplpYGvvLpSW2on
175,"Beautiful Soul","Jesse McCartney",175421,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
176,"A Thousand Years","Christina Perri",175278,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
177,"ILYSB - STRIPPED",LANY,174745,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
178,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",174385,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
179,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",172069,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
180,"Ipagpatawad Mo",Mayonnaise,170306,https://open.spotify.com/track/7aOgo3FixklrEF0FWCgPLX
181,"Be Alright","Dean Lewis",170026,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
182,"Bat Ngayon?, Pt.1",CLR,169904,https://open.spotify.com/track/5dE2M9Q15O1JMeOODNNgIm
183,"Forever Young",BLACKPINK,168924,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
184,Sandali,Because,167946,https://open.spotify.com/track/0WRSaei4JRI1KTYhMqQh9y
185,"Before I Let You Go",Freestyle,167571,https://open.spotify.com/track/5T8bLnWG8sg9ER8RKNZbCB
186,"When You Say Nothing At All","Ronan Keating",166750,https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
187,"Kiss and Make Up","Dua Lipa",166086,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
188,Kontrabida,Pricetagg,165272,https://open.spotify.com/track/31vGGETvC1zlvuhNumTYZB
189,"Dancing On My Own","Calum Scott",165256,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
190,"Chasing Cars","Snow Patrol",164736,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
191,"Please Me","Cardi B",164589,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
192,"Falling like the Stars","James Arthur",163558,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
193,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",163442,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
194,Ritual,Tiësto,163239,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
195,"Kapit - From ""Alone / Together""","Armi Millare",163183,https://open.spotify.com/track/02GtNoUv85fOPEaCTlpYzr
196,"Versace on the Floor","Bruno Mars",163178,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
197,Sundo,Imago,163171,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
198,"You're Beautiful","James Blunt",162772,https://open.spotify.com/track/3vsNteZn6E5qBSSBO78W7b
199,"Back At One","Brian McKnight",162281,https://open.spotify.com/track/6mwA6YiKDjAUG8kWvRRUPh
200,"Love Shot",EXO,162140,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
