,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
17,"Pauwi Nako",PDL,835647,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr
18,"Never Really Over","Katy Perry",833670,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
19,"Love Someone","Lukas Graham",782057,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
20,Dahan,"December Avenue",772926,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z
21,Dalaga,ALLMO$T,758306,https://open.spotify.com/track/3PLARiBoxCpJFUMZhvV63x
22,"Kung 'Di Rin Lang Ikaw","December Avenue",740780,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV
23,"Without Me",Halsey,734388,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
24,"Missin You Crazy",Russ,728291,https://open.spotify.com/track/4ve2uzqdwnHr20G5YgMMqr
25,"Best Part (feat. Daniel Caesar)",H.E.R.,724602,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
26,"A Whole New World - From ""Aladdin""","Darren Espanto",696947,https://open.spotify.com/track/3tWw8jEXsPeZh7zZoidKuh
27,"Boy With Luv (feat. Halsey)",BTS,695563,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
28,"Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack)","December Avenue",674527,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c
29,"'Di Na Babalik","This Band",661668,https://open.spotify.com/track/7hoP5NDUXEbmOawvEAsi8h
30,Bulong,"December Avenue",659234,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
31,"i'm so tired...",Lauv,658435,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
32,"Balang Araw","I Belong to the Zoo",646996,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
33,"Kathang Isip",Ben&Ben,616235,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh
34,"Dancing With A Stranger (with Normani)","Sam Smith",611237,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
35,Nobela,"Join The Club",585695,https://open.spotify.com/track/3vGkyQlCw8LklNip0ZUELC
36,"bad guy","Billie Eilish",580552,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
37,"Filipina Girl","Billy Crawford",571674,https://open.spotify.com/track/7iNMzfw2couNdTNXMYG2IR
38,Paradise,Bazzi,566730,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
39,Buwan,"juan karlos",518464,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
40,"Speechless (Full)","Naomi Scott",518265,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
41,Pagtingin,Ben&Ben,506140,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd
42,Earth,"Lil Dicky",500011,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
43,"Here With Me",Marshmello,488333,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
44,Sucker,"Jonas Brothers",479295,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
45,"Sa Ngalan Ng Pag-Ibig","December Avenue",471102,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
46,"Who Do You Love","The Chainsmokers",469996,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
47,"Dream Glow (BTS World Original Soundtrack) - Pt. 1",BTS,468026,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
48,"I Like Me Better",Lauv,462545,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
49,"thank u, next","Ariana Grande",462358,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
50,2002,Anne-Marie,452597,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
51,"Sad Forever",Lauv,423073,https://open.spotify.com/track/4a5zacCsHLtMC2mcxkqWwn
52,"On My Way","Alan Walker",403526,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
53,Undecided,"Chris Brown",398665,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
54,Happier,Marshmello,384458,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
55,Ex,Callalily,375681,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm
56,okay,LANY,373039,https://open.spotify.com/track/1a0Mg4XPdt4EKsUz5beRZY
57,Mundo,"IV Of Spades",352632,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
58,"Say You Won't Let Go","James Arthur",345067,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
59,FANCY,TWICE,342322,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
60,"Don't Know What To Do",BLACKPINK,333198,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
61,"Beautiful (feat. Camila Cabello)",Bazzi,328446,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
62,"Malibu Nights",LANY,322045,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
63,Amatz,"Shanti Dope",320485,https://open.spotify.com/track/59aZ0ioyVrmtdut1KfU5aT
64,"Kahit Di Mo Alam","December Avenue",320304,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
65,"Bakit Ba Ikaw","Michael Pangilinan",319274,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
66,"Call You Mine (with Bebe Rexha)","The Chainsmokers",317639,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
67,"7 rings","Ariana Grande",314490,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
68,"'Di Na Muli","Janine Teñoso",312210,https://open.spotify.com/track/6p6DiqAPwMX7vdrSo30wgo
69,"Bagong Umaga",Agsunta,306499,https://open.spotify.com/track/33NwLcrJHLbENMoDeAPUNi
70,"Girls Like You (feat. Cardi B)","Maroon 5",306297,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
71,"DDU-DU DDU-DU",BLACKPINK,296810,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
72,"Sweet but Psycho","Ava Max",294466,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
73,Tadhana,"Up Dharma Down",291903,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
74,"Kung Wala Ka",Hale,287317,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
75,"Too Good At Goodbyes","Sam Smith",285937,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
76,"Rewrite The Stars","Zac Efron",280241,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
77,Tagpuan,"Moira Dela Torre",279251,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
78,IDGAF,"Dua Lipa",277369,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
79,Heaven,Avicii,277366,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
80,"You Are The Reason","Calum Scott",275578,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
81,"Someone You Loved","Lewis Capaldi",273797,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
82,"As If It's Your Last",BLACKPINK,268002,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
83,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",264976,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
84,"Ikaw At Ako","Moira Dela Torre",264536,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
85,"Pasensya Ka Na","Silent Sanctuary",261082,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
86,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",259261,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
87,Weak,"Khel Pangilinan",257476,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
88,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,255559,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
89,"Eastside (with Halsey & Khalid)","benny blanco",254217,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
90,"Thru These Tears",LANY,249219,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
91,"Only Human","Jonas Brothers",247546,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
92,Shallow,"Lady Gaga",246059,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
93,Migraine,Moonstar88,244203,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
94,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",244175,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
95,"I'm Yours","Jason Mraz",241671,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
96,"Shape of My Heart","Backstreet Boys",241048,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
97,"This Feeling","The Chainsmokers",240704,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
98,Easier,"5 Seconds of Summer",240148,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
99,"Lost In Japan","Shawn Mendes",239589,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
100,"This I Promise You",*NSYNC,238867,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
101,SOLO,JENNIE,236801,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
102,Magbalik,Callalily,236772,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
103,"The Middle",Zedd,236445,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
104,"Find U Again (feat. Camila Cabello)","Mark Ronson",233250,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX
105,"Ang Huling El Bimbo",Eraserheads,229441,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
106,"Old Town Road","Lil Nas X",228893,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
107,Starving,"Hailee Steinfeld",225228,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
108,Lucky,"Jason Mraz",224653,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
109,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",222806,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
110,"Oks Lang","John Roa",220678,https://open.spotify.com/track/6YEO7K4hwGKh7BmNxMMvkc
111,Perfect,"Ed Sheeran",220279,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
112,"BOOMBAYAH - KR Ver.",BLACKPINK,219950,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
113,Better,Khalid,219823,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
114,"She Will Be Loved - Radio Mix","Maroon 5",216736,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
115,Ex,Callalily,215012,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
116,Leaves,Ben&Ben,212946,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
117,"SOS (feat. Aloe Blacc)",Avicii,212398,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
118,"The Day You Said Goodnight",Hale,211977,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
119,"Truth Hurts",Lizzo,211893,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
120,Happiness,"Rex Orange County",211072,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
121,"Tell Me Where It Hurts",MYMP,210556,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
122,Happier,"Ed Sheeran",210497,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
123,Nadarang,"Shanti Dope",209158,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
124,"Urong Sulong","Alisson Shore",208813,https://open.spotify.com/track/2KoWHNtJrbE0WxWfQjYjyu
125,"Thick And Thin",LANY,208033,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
126,Wrong,"Luh Kel",207514,https://open.spotify.com/track/3EludUFeAoJAwSixWGG5Wg
127,"Rescue Me",OneRepublic,206957,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
128,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",206226,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
129,Photograph,"Ed Sheeran",204905,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
130,"You And Me",Lifehouse,204482,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
131,"I Don't Wanna Love You Anymore",LANY,201029,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
132,"214 - From ""Alone/Together""","JM De Guzman",200965,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
133,"Bleeding Love","Leona Lewis",200713,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
134,"So Sick",Ne-Yo,199214,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
135,"Falling like the Stars","James Arthur",198108,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
136,"Kick It",BLACKPINK,197498,https://open.spotify.com/track/5R0cvR5BMFkLomChhmcCzr
137,"Just the Way You Are","Bruno Mars",197039,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
138,Hiling,"Mark Carpio",196558,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
139,"A Whole New World","Mena Massoud",195103,https://open.spotify.com/track/5viFjDGTnrApmUY5c8qkfw
140,"Take A Bow - Main",Rihanna,194852,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
141,Iris,"The Goo Goo Dolls",192808,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
142,"A Thousand Miles","Vanessa Carlton",192196,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
143,Someday,Nina,189721,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
144,Sila,SUD,189502,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
145,Stickwitu,"The Pussycat Dolls",189444,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
146,"Civil War",Russ,188898,https://open.spotify.com/track/5tmu5pAFHkUSl8Fo8ncyA4
147,Closer,"The Chainsmokers",188508,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
148,"Forever Young",BLACKPINK,188359,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
149,"Mother's Daughter","Miley Cyrus",188203,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
150,"There's No Way (feat. Julia Michaels)",Lauv,186841,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
151,Statue,"Lil Eddie",186693,https://open.spotify.com/track/540wIRdRBfKdC12S3mCF9j
152,"Psycho (feat. Ty Dolla $ign)","Post Malone",186580,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
153,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",186556,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
154,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,186369,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
155,"One and Only","Parokya Ni Edgar",186095,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
156,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",185970,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
157,"Big Plans","Why Don't We",185810,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
158,"break up with your girlfriend, i'm bored","Ariana Grande",183168,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
159,"With a Smile","South Border",181579,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
160,"Kiss and Make Up","Dua Lipa",181032,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
161,"Please Me","Cardi B",180956,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
162,"Drugs & The Internet",Lauv,180710,https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo
163,"Super Far",LANY,179855,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
164,"Ikaw Lang",Kiyo,179563,https://open.spotify.com/track/2kRjoaqiyeS0Faus5wKztH
165,"A Thousand Years","Christina Perri",177297,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
166,"Maikee's Letters","Just Hush",177025,https://open.spotify.com/track/7xJ3VASYirHyuTpxDvTVbV
167,"I Want It That Way","Backstreet Boys",176649,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
168,"Treat You Better","Shawn Mendes",175857,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
169,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",175409,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
170,ILYSB,LANY,173644,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
171,Sandali,Because,172371,https://open.spotify.com/track/0WRSaei4JRI1KTYhMqQh9y
172,EARFQUAKE,"Tyler, The Creator",171891,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
173,"You're Beautiful","James Blunt",171551,https://open.spotify.com/track/3vsNteZn6E5qBSSBO78W7b
174,Rainbow,"South Border",171053,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
175,Mikrokosmos,BTS,170182,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
176,"Love Shot",EXO,169826,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
177,"Be Alright","Dean Lewis",169760,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
178,Sa'yo,"Silent Sanctuary",168978,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
179,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",168124,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
180,"Tayo Na Lang Dalawa",Mayonnaise,167013,https://open.spotify.com/track/468iB1VWvEy9ln8M9zdde6
181,"ILYSB - STRIPPED",LANY,166997,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
182,"Bat Ngayon?, Pt.1",CLR,166946,https://open.spotify.com/track/5dE2M9Q15O1JMeOODNNgIm
183,Kontrabida,Pricetagg,166805,https://open.spotify.com/track/31vGGETvC1zlvuhNumTYZB
184,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,165793,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
185,"When You Say Nothing At All","Ronan Keating",165066,https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
186,Breakeven,"The Script",164211,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
187,"Kapit - From ""Alone / Together""","Armi Millare",162925,https://open.spotify.com/track/02GtNoUv85fOPEaCTlpYzr
188,"I'm a Mess","Bebe Rexha",161642,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
189,"No Guidance (feat. Drake)","Chris Brown",161167,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
190,"no tears left to cry","Ariana Grande",161135,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
191,Youngblood,"5 Seconds of Summer",161025,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
192,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",160956,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
193,"Ipagpatawad Mo",Mayonnaise,160620,https://open.spotify.com/track/7aOgo3FixklrEF0FWCgPLX
194,"Chasing Cars","Snow Patrol",159879,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
195,"Hanggang Kailan","Michael Pangilinan",156371,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
196,"Dating Tayo","TJ Monterde",156146,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
197,"The Scientist",Coldplay,155997,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
198,"The London (feat. J. Cole & Travis Scott)","Young Thug",155967,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
199,"Back At One","Brian McKnight",155311,https://open.spotify.com/track/6mwA6YiKDjAUG8kWvRRUPh
200,Yellow,Coldplay,155296,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
