,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
58,"Kung Wala Ka",Hale,358105,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
59,"Too Good At Goodbyes","Sam Smith",355812,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
60,"Pasensya Ka Na","Silent Sanctuary",352195,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
61,"Happy Now",Zedd,350684,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
62,breathin,"Ariana Grande",350209,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
63,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",348447,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
64,"Kung Akin Ang Mundo","Erik Santos",345445,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
65,13,LANY,341277,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
66,"Susi (From the Film ""GOYO - Ang Batang Heneral"")",Ben&Ben,337845,https://open.spotify.com/track/3I572cT9kECh41bZz2xPhy
67,"Without Me",Halsey,337170,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
68,ILYSB,LANY,323267,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
69,"Let You Love Me","Rita Ora",320844,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
70,"Let Me",ZAYN,311172,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
71,Perfect,"Ed Sheeran",310358,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
72,"I'm a Mess","Bebe Rexha",307777,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
73,"Di Makatulog",SUD,306124,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
74,Hiling,"Mark Carpio",302680,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
75,"Woman Like Me (feat. Nicki Minaj)","Little Mix",299357,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
76,Migraine,Moonstar88,287005,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
77,Magbalik,Callalily,283391,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
78,Happier,"Ed Sheeran",280628,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
79,"no tears left to cry","Ariana Grande",280317,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
80,Nadarang,"Shanti Dope",280220,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
81,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,280203,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
82,"Head Above Water","Avril Lavigne",279693,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6
83,Sila,SUD,275870,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
84,"Rewrite The Stars","Zac Efron",272877,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
85,"Kahit Di Mo Alam","December Avenue",268286,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
86,"MIA (feat. Drake)","Bad Bunny",267533,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
87,"Best Part (feat. Daniel Caesar)",H.E.R.,263501,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
88,Photograph,"Ed Sheeran",259943,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
89,"So Sick",Ne-Yo,258044,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
90,"Take A Bow - Main",Rihanna,255509,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
91,"What Lovers Do (feat. SZA)","Maroon 5",254564,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
92,"ILYSB - STRIPPED",LANY,251567,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
93,"New Rules","Dua Lipa",249281,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
94,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",247165,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
95,"Tell Me Where It Hurts",MYMP,245152,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
96,"Ang Huling El Bimbo",Eraserheads,234687,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
97,"With a Smile","South Border",233658,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
98,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",232620,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
99,Tagu-Taguan,"Moira Dela Torre",231945,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
100,Closer,"The Chainsmokers",229827,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
101,"The Day You Said Goodnight - Acoustic Version",Hale,229366,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
102,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",227268,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
103,"Hanggang Kailan","Michael Pangilinan",225619,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
104,"She Will Be Loved - Radio Mix","Maroon 5",225420,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
105,"Playinwitme (feat. Kehlani)",KYLE,224073,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
106,Someday,"Leanne & Naara",223521,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
107,Sino,"Unique Salonga",223112,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
108,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",220990,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
109,Thunderclouds,Sia,219464,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
110,Polaroid,"Jonas Blue",219184,https://open.spotify.com/track/1wsLHgXJ4SKIfd5ePSX1hD
111,"Havana (feat. Young Thug)","Camila Cabello",218403,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
112,Mine,Bazzi,217136,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
113,Iris,"The Goo Goo Dolls",215572,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
114,Breakeven,"The Script",215107,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
115,"I'm Yours","Jason Mraz",210959,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
116,"Promises (with Sam Smith)","Calvin Harris",210250,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
117,"Ride Home",Ben&Ben,210103,https://open.spotify.com/track/1fXHTDYsJiFOjVWITaFp1j
118,"Lucid Dreams","Juice WRLD",209721,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
119,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",209693,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
120,"BBoom BBoom",MOMOLAND,208291,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
121,"Can’t Help Falling in Love","Kina Grannis",206995,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
122,Sa'yo,"Silent Sanctuary",206982,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
123,"Eroplanong Papel","December Avenue",204143,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
124,"Psycho (feat. Ty Dolla $ign)","Post Malone",201861,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
125,"SICKO MODE","Travis Scott",200297,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
126,Superhero,Lauv,198942,https://open.spotify.com/track/1Fo4OvzP9PThFKMeMIAEYu
127,"Kahit Ayaw Mo Na","This Band",198017,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
128,"This I Promise You",*NSYNC,197209,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
129,"Huling Sayaw - Acoustic",Kamikazee,196746,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
130,"One and Only","Parokya Ni Edgar",196215,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
131,"Young Dumb & Broke",Khalid,195676,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
132,"How Deep Is Your Love","the bird and the bee",195288,https://open.spotify.com/track/4bYqnqT92z9bi50a2tRsjj
133,Hericane,LANY,194689,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
134,"'Di Na Muli",Itchyworms,194457,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
135,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,193814,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
136,"Out of My League","Stephen Speaks",193556,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
137,"Capital Letters","Hailee Steinfeld",191565,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
138,"Why Can't It Be","Kaye Cal",191351,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
139,"Better Now","Post Malone",189495,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
140,"Ipagpatawad Mo",Mayonnaise,188687,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
141,"A Thousand Years","Christina Perri",187983,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
142,"One Kiss (with Dua Lipa)","Calvin Harris",187452,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
143,"The Scientist",Coldplay,185466,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
144,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",185298,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
145,Sandali,Because,185027,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
146,Stickwitu,"The Pussycat Dolls",183596,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
147,"Lost In Japan - Remix","Shawn Mendes",182370,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
148,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",181049,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
149,"SLOW DANCING IN THE DARK",Joji,180335,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
150,"That's What I Like","Bruno Mars",179999,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
151,"As If It's Your Last",BLACKPINK,179926,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
152,"Shape of You","Ed Sheeran",179836,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
153,"All Tonight - From ""Exes Baggage""","Midnight Meetings",178953,https://open.spotify.com/track/32FQqB67FkHkFSeXnuSYV0
154,"Falling Down - Bonus Track","Lil Peep",176442,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
155,"Before I Let You Go",Freestyle,175297,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
156,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",174725,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
157,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",174659,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
158,Lucky,"Jason Mraz",173777,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
159,"FOREVER YOUNG - KR Ver.",BLACKPINK,173659,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
160,"I Love It (& Lil Pump)","Kanye West",173164,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
161,"I Want It That Way","Backstreet Boys",172755,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
162,"Just the Way You Are","Bruno Mars",172303,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
163,Prinsesa,6cyclemind,171024,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
164,Starving,"Hailee Steinfeld",170807,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
165,"Bleeding Love","Leona Lewis",170437,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
166,"Strawberries & Cigarettes","Troye Sivan",169821,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
167,Terrified,"Katharine McPhee",168426,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
168,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",168092,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
169,"Meron Nang Iba","Silent Sanctuary",166519,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
170,FRIENDS,Marshmello,165863,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
171,"Never Enough","Loren Allred",165260,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
172,"A Thousand Miles","Vanessa Carlton",165195,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
173,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",165101,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
174,"The Man Who Can't Be Moved","The Script",164833,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
175,1999,"Charli XCX",164831,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8
176,Pa-Umaga,"Al James",164331,https://open.spotify.com/track/1bvPjHWOc5C8nHkw5U2Vb4
177,Rainbow,"South Border",163717,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
178,Harana,"Parokya Ni Edgar",163660,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
179,Youngblood,"5 Seconds of Summer",163059,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
180,"pink skies",LANY,163038,https://open.spotify.com/track/6BZ6pl5bczDc3cMF1kBaOy
181,"Never Be the Same","Camila Cabello",162555,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
182,Someday,Nina,162428,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
183,"I'm Not The Only One","Sam Smith",162074,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
184,"Little Do You Know","Alex & Sierra",161730,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
185,"You And Me",Lifehouse,161718,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
186,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",161561,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
187,"Wake Up in the Sky","Gucci Mane",160060,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
188,"Want To","Dua Lipa",159939,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
189,"Beautiful Soul","Jesse McCartney",159675,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
190,"So Slow",Freestyle,157693,https://open.spotify.com/track/1A40ESJJPEEJrqjC9BUO2B
191,Gitara,"Parokya Ni Edgar",157536,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
192,"I Like It","Cardi B",156665,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
193,OTW,Khalid,156277,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
194,Kundiman,"Silent Sanctuary",155418,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
195,"Good Girls",LANY,153972,https://open.spotify.com/track/2kMKmb60xVUIWW2Out8ypz
196,"This Is Me","Keala Settle",152870,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
197,"Shape of My Heart","Backstreet Boys",152844,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
198,Trip,"Ella Mai",152420,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
199,"LOVE SCENARIO",iKON,151725,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
200,"God's Plan",Drake,151177,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
