,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
55,Leaves,Ben&Ben,360971,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
56,"YES or YES",TWICE,350027,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
57,"Kung Akin Ang Mundo","Erik Santos",340896,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
58,"I Like Me Better",Lauv,340275,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
59,Tadhana,"Up Dharma Down",336817,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
60,"Happy Now",Zedd,334375,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
61,"Pasensya Ka Na","Silent Sanctuary",327358,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
62,"Kahit Di Mo Alam","December Avenue",324905,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
63,"Another One Bites The Dust - Remastered 2011",Queen,318418,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
64,Hiling,"Mark Carpio",315605,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
65,"Kung Wala Ka",Hale,313955,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
66,"Bad Liar","Imagine Dragons",312658,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
67,"Too Good At Goodbyes","Sam Smith",310360,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
68,"Best Part (feat. Daniel Caesar)",H.E.R.,303905,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
69,"SICKO MODE","Travis Scott",303493,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
70,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,300123,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
71,"Happy Now",Kygo,298476,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
72,Sila,SUD,295664,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
73,"Under Pressure - Remastered",Queen,286502,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
74,"Empty Space","James Arthur",284917,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
75,"Sweet but Psycho","Ava Max",283339,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
76,"There's No Way (feat. Julia Michaels)",Lauv,280829,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
77,"Super Far",LANY,278333,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
78,"Love Of My Life - Remastered 2011",Queen,276713,https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd
79,"Rewrite The Stars","Zac Efron",266121,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
80,"no tears left to cry","Ariana Grande",265811,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
81,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",264652,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
82,ILYSB,LANY,260477,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
83,Perfect,"Ed Sheeran",259663,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
84,"Di Makatulog",SUD,258540,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
85,Magbalik,Callalily,257709,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
86,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,256312,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
87,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,256175,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
88,Photograph,"Ed Sheeran",254500,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
89,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",253863,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
90,"God is a woman","Ariana Grande",246418,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
91,"With a Smile","South Border",245611,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
92,Migraine,Moonstar88,244458,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
93,"Don't Stop Me Now - Remastered",Queen,241853,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
94,13,LANY,240205,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
95,Closer,"The Chainsmokers",237998,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
96,"In My Feelings",Drake,235023,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
97,"We Will Rock You - Remastered",Queen,234385,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
98,"when the party's over","Billie Eilish",232341,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
99,"So Sick",Ne-Yo,231942,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
100,Happier,"Ed Sheeran",231847,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
101,"Take A Bow - Main",Rihanna,230835,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
102,"Let You Love Me","Rita Ora",228901,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
103,"New Rules","Dua Lipa",226652,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
104,Nadarang,"Shanti Dope",224415,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
105,"What Lovers Do","Maroon 5",223445,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
106,Shallow,"Lady Gaga",222470,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
107,"Tell Me Where It Hurts",MYMP,221192,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
108,"Ang Huling El Bimbo",Eraserheads,219072,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
109,"If You See Her",LANY,217470,https://open.spotify.com/track/3coUcc0CDAHz2QwdP7Pee8
110,"Wake Up in the Sky","Gucci Mane",214146,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
111,Tagu-Taguan,"Moira Dela Torre",210380,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
112,"Lucid Dreams","Juice WRLD",209344,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
113,"Beach House","The Chainsmokers",206846,https://open.spotify.com/track/0N8MGHEDAq29ip7RrlrTeN
114,Someday,Nina,206772,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
115,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",206140,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
116,Iris,"The Goo Goo Dolls",204065,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
117,"Electricity (with Dua Lipa)","Silk City",203541,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
118,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",201986,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
119,"The Day You Said Goodnight - Acoustic Version",Hale,199672,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
120,"She Will Be Loved - Radio Mix","Maroon 5",197640,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
121,"ILYSB - STRIPPED",LANY,197127,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
122,"Better Now","Post Malone",196899,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
123,"Eroplanong Papel","December Avenue",196874,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
124,"All I Want for Christmas Is You","Mariah Carey",196568,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
125,"Killer Queen - Remastered 2011",Queen,196078,https://open.spotify.com/track/7GqWnsKhMtEW0nzki5o0d8
126,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",195945,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
127,"Taking Me Back",LANY,195810,https://open.spotify.com/track/6A9mMKHYdeUJGvQDKChC0C
128,Sa'yo,"Silent Sanctuary",194361,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
129,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",194231,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
130,"La Vie en Rose",IZ*ONE,193660,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
131,Breakeven,"The Script",192136,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
132,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",192082,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
133,"Radio Ga Ga - Live Aid",Queen,188426,https://open.spotify.com/track/0YwBZKT8JE4U5TwmYE9BV9
134,BAAM,MOMOLAND,187184,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
135,"Havana (feat. Young Thug)","Camila Cabello",186883,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
136,"I'm Yours","Jason Mraz",186601,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
137,"Let Me Know",LANY,185153,https://open.spotify.com/track/7DMPq3XndRJaj6NTINsLOz
138,"Valentine's Day",LANY,184330,https://open.spotify.com/track/2juRA8DhQePry4eb2LMUMM
139,Ours,Ben&Ben,183823,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
140,"Just the Way You Are","Bruno Mars",183412,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
141,"As If It's Your Last",BLACKPINK,183248,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
142,"Hindi Na Nga","This Band",182381,https://open.spotify.com/track/50hVyhZM4nvizfrQe38F3l
143,Someday,"Leanne & Naara",182052,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
144,"Young Dumb & Broke",Khalid,180409,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
145,Sandali,Because,179836,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
146,"Huling Sayaw - Acoustic",Kamikazee,179788,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
147,"Hanggang Kailan","Michael Pangilinan",179718,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
148,"Love You Anymore","Michael Bublé",179610,https://open.spotify.com/track/7JEUg9KqmpdIE5Nbb9ss66
149,Sino,"Unique Salonga",179602,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
150,"Psycho (feat. Ty Dolla $ign)","Post Malone",179552,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
151,"This I Promise You",*NSYNC,179354,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
152,"I Want It That Way","Backstreet Boys",178962,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
153,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",177493,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
154,Polaroid,"Jonas Blue",177418,https://open.spotify.com/track/6XqvFyJGdUD5IWee02ARKU
155,"Crazy Little Thing Called Love - Remastered 2011",Queen,176854,https://open.spotify.com/track/6xdLJrVj4vIXwhuG8TMopk
156,Tempo,EXO,176733,https://open.spotify.com/track/4EjUFjzi4ErWjklOA3Aslu
157,Starving,"Hailee Steinfeld",176668,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
158,"That's What I Like","Bruno Mars",175019,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
159,"Why Can't It Be","Kaye Cal",174897,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
160,"Perfect To Me",Anne-Marie,174262,https://open.spotify.com/track/0DC7Zs2qvAbNK1owWQ4mlL
161,"Capital Letters","Hailee Steinfeld",172812,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
162,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,172432,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
163,Stickwitu,"The Pussycat Dolls",171251,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
164,"One and Only","Parokya Ni Edgar",171176,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
165,"The Scientist",Coldplay,171009,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
166,Harana,"Parokya Ni Edgar",170008,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
167,"Balang Araw","I Belong to the Zoo",169496,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
168,"Huwag Na Huwag Mong Sasabihin",SUD,169216,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
169,"Shape of You","Ed Sheeran",168899,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
170,Hericane,LANY,168085,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
171,"Versace on the Floor","Bruno Mars",167569,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
172,"MIA (feat. Drake)","Bad Bunny",167441,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
173,"A Thousand Years","Christina Perri",166718,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
174,"Can’t Help Falling in Love","Kina Grannis",166543,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
175,FRIENDS,Marshmello,166127,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
176,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",165321,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
177,"FOREVER YOUNG - KR Ver.",BLACKPINK,165027,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
178,Lucky,"Jason Mraz",164398,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
179,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",164390,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
180,Mine,Bazzi,163138,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
181,"Treat You Better","Shawn Mendes",162693,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
182,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",162613,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
183,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",162376,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
184,Youngblood,"5 Seconds of Summer",162372,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
185,"Little Do You Know","Alex & Sierra",162099,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
186,"BBoom BBoom",MOMOLAND,161307,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
187,"The Day You Said Goodnight",Hale,161183,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
188,"'Di Na Muli",Itchyworms,159043,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
189,Run,LANY,158398,https://open.spotify.com/track/0QXHHEi0rHMwmkxK5pvc05
190,"This Is Me","Keala Settle",156839,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
191,Statue,"Lil Eddie",156505,https://open.spotify.com/track/540wIRdRBfKdC12S3mCF9j
192,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",154634,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
193,Rainbow,"South Border",154548,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
194,"Never Enough","Loren Allred",154338,https://open.spotify.com/track/6rOWwGEE1Viz717xEfwGvh
195,"Bleeding Love","Leona Lewis",153942,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
196,"Out of My League","Stephen Speaks",152735,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
197,"A Million Dreams","Ziv Zaifman",152708,https://open.spotify.com/track/11DnDeWTQuv3GIH0XHT2pl
198,"Before I Let You Go",Freestyle,151998,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
199,"Ako Muna","Yeng Constantino",151978,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
200,"Suncity (feat. Empress Of)",Khalid,151829,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
