,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
39,"Filipina Girl","Billy Crawford",561030,https://open.spotify.com/track/7iNMzfw2couNdTNXMYG2IR
40,"bad guy","Billie Eilish",554261,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
41,Paradise,Bazzi,543528,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
42,"Speechless (Full)","Naomi Scott",528468,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
43,"Dream Glow (BTS World Original Soundtrack) - Pt. 1",BTS,521167,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
44,Buwan,"juan karlos",498616,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2
45,"Who Do You Love","The Chainsmokers",464961,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
46,"Sa Ngalan Ng Pag-Ibig","December Avenue",463067,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG
47,"I Like Me Better",Lauv,461105,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
48,"Sad Forever",Lauv,460718,https://open.spotify.com/track/4a5zacCsHLtMC2mcxkqWwn
49,"thank u, next","Ariana Grande",455770,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
50,"Here With Me",Marshmello,450063,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
51,2002,Anne-Marie,442432,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
52,Wrong,"Luh Kel",425864,https://open.spotify.com/track/3EludUFeAoJAwSixWGG5Wg
53,Sanctuary,Joji,422721,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
54,Sucker,"Jonas Brothers",416010,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
55,"On My Way","Alan Walker",410948,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
56,"Civil War",Russ,409713,https://open.spotify.com/track/5tmu5pAFHkUSl8Fo8ncyA4
57,Ex,Callalily,384490,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm
58,"Call You Mine (with Bebe Rexha)","The Chainsmokers",376022,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
59,Undecided,"Chris Brown",368263,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
60,Mundo,"IV Of Spades",364593,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8
61,Happier,Marshmello,363303,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
62,"A Brand New Day (BTS World Original Soundtrack) [Pt. 2]",BTS,354473,https://open.spotify.com/track/5XkyZyKMdFungjDb9cUKc3
63,okay,LANY,352496,https://open.spotify.com/track/1a0Mg4XPdt4EKsUz5beRZY
64,"Say You Won't Let Go","James Arthur",345554,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
65,"Bakit Ba Ikaw","Michael Pangilinan",328317,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
66,"Beautiful (feat. Camila Cabello)",Bazzi,327120,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
67,FANCY,TWICE,316534,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
68,"Malibu Nights",LANY,312500,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl
69,"Bagong Umaga",Agsunta,309916,https://open.spotify.com/track/33NwLcrJHLbENMoDeAPUNi
70,"Kahit Di Mo Alam","December Avenue",309133,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
71,"'Di Na Muli","Janine Teñoso",308031,https://open.spotify.com/track/6p6DiqAPwMX7vdrSo30wgo
72,Tadhana,"Up Dharma Down",303024,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
73,"7 rings","Ariana Grande",302707,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
74,"Girls Like You (feat. Cardi B)","Maroon 5",302044,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
75,"Kung Wala Ka",Hale,299909,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
76,Heaven,Avicii,299550,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
77,"Too Good At Goodbyes","Sam Smith",297285,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
78,"Don't Know What To Do",BLACKPINK,293383,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
79,Tagpuan,"Moira Dela Torre",290978,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
80,"No Guidance (feat. Drake)","Chris Brown",289382,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
81,BIRTHDAY,SOMI,288069,https://open.spotify.com/track/3jsWXhE5NuPWQ4IHplv2zt
82,Amatz,"Shanti Dope",287411,https://open.spotify.com/track/59aZ0ioyVrmtdut1KfU5aT
83,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",278569,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
84,"You Are The Reason","Calum Scott",276593,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
85,"DDU-DU DDU-DU",BLACKPINK,274333,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
86,"Sweet but Psycho","Ava Max",272676,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
87,IDGAF,"Dua Lipa",272148,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
88,"Pasensya Ka Na","Silent Sanctuary",268202,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
89,"Only Human","Jonas Brothers",266207,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
90,"Rewrite The Stars","Zac Efron",263875,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
91,"Someone You Loved","Lewis Capaldi",261536,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
92,Weak,"Khel Pangilinan",259011,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3
93,"Eastside (with Halsey & Khalid)","benny blanco",257786,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
94,"As If It's Your Last",BLACKPINK,254139,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
95,Migraine,Moonstar88,252025,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
96,Shallow,"Lady Gaga",250175,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
97,Magbalik,Callalily,249582,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
98,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,245853,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
99,"Thru These Tears",LANY,245177,https://open.spotify.com/track/7GbAp0HKPQW7WnFJAzMoRk
100,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",244904,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
101,"This Feeling","The Chainsmokers",244394,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
102,"Ikaw At Ako","Moira Dela Torre",244375,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
103,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",242043,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
104,"Ang Huling El Bimbo",Eraserheads,240510,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
105,"Shape of My Heart","Backstreet Boys",238430,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
106,"Find U Again (feat. Camila Cabello)","Mark Ronson",236213,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX
107,"This I Promise You",*NSYNC,235182,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
108,"I'm Yours","Jason Mraz",233513,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
109,"The Middle",Zedd,231154,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
110,Leaves,Ben&Ben,227422,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
111,"Lost In Japan","Shawn Mendes",227204,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
112,Perfect,"Ed Sheeran",226914,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
113,SOLO,JENNIE,225215,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
114,Better,Khalid,224785,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
115,Ex,Callalily,224253,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
116,"The Day You Said Goodnight",Hale,224202,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
117,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",224074,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
118,Lucky,"Jason Mraz",223073,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
119,"Oks Lang","John Roa",222798,https://open.spotify.com/track/6YEO7K4hwGKh7BmNxMMvkc
120,"Tell Me Where It Hurts",MYMP,219356,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
121,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",218700,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
122,Happier,"Ed Sheeran",217101,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
123,Easier,"5 Seconds of Summer",214123,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
124,"She Will Be Loved - Radio Mix","Maroon 5",213929,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
125,"Rescue Me",OneRepublic,213734,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
126,"Urong Sulong","Alisson Shore",213249,https://open.spotify.com/track/2KoWHNtJrbE0WxWfQjYjyu
127,"Old Town Road","Lil Nas X",212109,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
128,Starving,"Hailee Steinfeld",209354,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
129,"You And Me",Lifehouse,208533,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
130,Photograph,"Ed Sheeran",208365,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
131,Nadarang,"Shanti Dope",206970,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
132,"BOOMBAYAH - KR Ver.",BLACKPINK,205582,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
133,"Thick And Thin",LANY,205294,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
134,Happiness,"Rex Orange County",202438,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
135,Stickwitu,"The Pussycat Dolls",200378,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
136,Hiling,"Mark Carpio",200078,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
137,"I Don't Wanna Love You Anymore",LANY,198504,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
138,Delicate,"Taylor Swift",196021,https://open.spotify.com/track/5sOch9Cf4uxcMtwFzMtNqQ
139,"214 - From ""Alone/Together""","JM De Guzman",195987,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
140,Iris,"The Goo Goo Dolls",195836,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
141,"With a Smile","South Border",195629,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
142,"Just the Way You Are","Bruno Mars",195601,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
143,Someday,Nina,195569,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
144,Sila,SUD,195323,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
145,"Bleeding Love","Leona Lewis",195163,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
146,"A Thousand Miles","Vanessa Carlton",192816,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
147,"One and Only","Parokya Ni Edgar",192816,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
148,"So Sick",Ne-Yo,191407,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
149,"Blank Space","Taylor Swift",190266,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
150,"Truth Hurts",Lizzo,188712,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
151,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",188594,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
152,"There's No Way (feat. Julia Michaels)",Lauv,188478,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
153,"Money In The Grave (Drake ft. Rick Ross)",Drake,187065,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
154,"Psycho (feat. Ty Dolla $ign)","Post Malone",186396,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
155,Closer,"The Chainsmokers",185612,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
156,"Take A Bow - Main",Rihanna,185430,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
157,"Super Far",LANY,184917,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
158,"Big Plans","Why Don't We",184222,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
159,"break up with your girlfriend, i'm bored","Ariana Grande",184045,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
160,Rainbow,"South Border",182833,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
161,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",181235,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
162,"A Thousand Years","Christina Perri",178312,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
163,"Forever Young",BLACKPINK,178148,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
164,"Maikee's Letters","Just Hush",177701,https://open.spotify.com/track/7xJ3VASYirHyuTpxDvTVbV
165,"I Want It That Way","Backstreet Boys",176890,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
166,Sa'yo,"Silent Sanctuary",176302,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
167,ILYSB,LANY,176091,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
168,"Kick It",BLACKPINK,174786,https://open.spotify.com/track/5R0cvR5BMFkLomChhmcCzr
169,"Please Me","Cardi B",174203,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
170,"Treat You Better","Shawn Mendes",171207,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
171,"Ikaw Lang",Kiyo,170991,https://open.spotify.com/track/2kRjoaqiyeS0Faus5wKztH
172,Breakeven,"The Script",170643,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
173,"ILYSB - STRIPPED",LANY,169841,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
174,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",169627,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
175,"Be Alright","Dean Lewis",169413,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
176,"Falling like the Stars","James Arthur",168389,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
177,"I Don’t Wanna Live Forever (Fifty Shades Darker)",ZAYN,168220,https://open.spotify.com/track/6yIdwnpDHufLWgQcveTPMk
178,"Bat Ngayon?, Pt.1",CLR,167901,https://open.spotify.com/track/5dE2M9Q15O1JMeOODNNgIm
179,"Ipagpatawad Mo",Mayonnaise,167636,https://open.spotify.com/track/7aOgo3FixklrEF0FWCgPLX
180,"Kiss and Make Up","Dua Lipa",166862,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
181,"Love Story","Taylor Swift",166721,https://open.spotify.com/track/7bad461siaxECNlaYsmIo6
182,"Tayo Na Lang Dalawa",Mayonnaise,166355,https://open.spotify.com/track/468iB1VWvEy9ln8M9zdde6
183,Sandali,Because,166035,https://open.spotify.com/track/0WRSaei4JRI1KTYhMqQh9y
184,EARFQUAKE,"Tyler, The Creator",165023,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
185,"no tears left to cry","Ariana Grande",163607,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
186,"Love Shot",EXO,163491,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
187,"SOS (feat. Aloe Blacc)",Avicii,163468,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
188,Kontrabida,Pricetagg,163457,https://open.spotify.com/track/31vGGETvC1zlvuhNumTYZB
189,Earth,"Lil Dicky",162575,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
190,"Before I Let You Go",Freestyle,161911,https://open.spotify.com/track/5T8bLnWG8sg9ER8RKNZbCB
191,"Dancing On My Own","Calum Scott",161909,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
192,"Back At One","Brian McKnight",161850,https://open.spotify.com/track/6mwA6YiKDjAUG8kWvRRUPh
193,"You're Beautiful","James Blunt",160906,https://open.spotify.com/track/3vsNteZn6E5qBSSBO78W7b
194,"Your Song (My One and Only You)","Julie Anne San Jose",160455,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
195,"Chasing Cars","Snow Patrol",160448,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
196,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",160386,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
197,"Kapit - From ""Alone / Together""","Armi Millare",160069,https://open.spotify.com/track/02GtNoUv85fOPEaCTlpYzr
198,"When You Say Nothing At All","Ronan Keating",159971,https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
199,"Beautiful Soul","Jesse McCartney",159721,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
200,Sundo,Imago,159423,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
