,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
102,"Don't Know What To Do",BLACKPINK,243352,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
103,"Sweet but Psycho","Ava Max",243234,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
104,Lights,BTS,241079,https://open.spotify.com/track/44vXWYTcdrejrIQZEoHzl8
105,"DDU-DU DDU-DU",BLACKPINK,241029,https://open.spotify.com/track/2aI2k39nfa3KFsa4JclQzw
106,"Tell Me Where It Hurts",MYMP,238184,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
107,"Oks Lang","John Roa",236117,https://open.spotify.com/track/6YEO7K4hwGKh7BmNxMMvkc
108,"Lost In Japan","Shawn Mendes",234833,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
109,Leaves,Ben&Ben,234765,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
110,"Ikaw At Ako","Moira Dela Torre",233373,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz
111,Shallow,"Lady Gaga",230304,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
112,"It's You","Ali Gatie",230195,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
113,"The Middle",Zedd,230172,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
114,"This I Promise You",*NSYNC,228371,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
115,"Higher Love",Kygo,227782,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
116,Amatz,"Shanti Dope",227598,https://open.spotify.com/track/59aZ0ioyVrmtdut1KfU5aT
117,"Urong Sulong","Alisson Shore",226664,https://open.spotify.com/track/2KoWHNtJrbE0WxWfQjYjyu
118,"As If It's Your Last",BLACKPINK,226348,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
119,"A Whole New World - From ""Aladdin""","Darren Espanto",223980,https://open.spotify.com/track/3tWw8jEXsPeZh7zZoidKuh
120,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",222615,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
121,Happier,"Ed Sheeran",222521,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
122,Better,Khalid,221434,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
123,Ex,Callalily,220615,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
124,"She Will Be Loved - Radio Mix","Maroon 5",219410,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
125,Happiness,"Rex Orange County",219369,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
126,Photograph,"Ed Sheeran",218812,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
127,"Thick And Thin",LANY,217335,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8
128,"Money In The Grave (Drake ft. Rick Ross)",Drake,216900,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
129,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,214582,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
130,"One and Only","Parokya Ni Edgar",213809,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
131,"You And Me",Lifehouse,212976,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
132,"This Feeling","The Chainsmokers",212573,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
133,Someday,Nina,212097,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
134,BIRTHDAY,SOMI,211097,https://open.spotify.com/track/3jsWXhE5NuPWQ4IHplv2zt
135,"I Don't Wanna Love You Anymore",LANY,210279,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
136,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",210172,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
137,Hiling,"Mark Carpio",209713,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
138,"So Sick",Ne-Yo,209492,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
139,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",208626,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
140,"Rewrite The Stars","Zac Efron",208470,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
141,"Just the Way You Are","Bruno Mars",208449,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
142,"With a Smile","South Border",207019,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
143,Starving,"Hailee Steinfeld",205252,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
144,"A Thousand Miles","Vanessa Carlton",205141,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
145,"Who Do You Love","The Chainsmokers",204983,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
146,Sila,SUD,204280,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
147,"'Di Lahat","Donnalyn Bartolome",204169,https://open.spotify.com/track/0Iu5xWN9wtWHp5daIj0Mjb
148,"Ako Muna","Yeng Constantino",203828,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
149,Nadarang,"Shanti Dope",202930,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
150,"Take A Bow - Main",Rihanna,202769,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
151,Ex,Callalily,199201,https://open.spotify.com/track/7bkAr4WNoTuSjpuh1NRQjm
152,"Bleeding Love","Leona Lewis",198285,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
153,Rainbow,"South Border",197819,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
154,SOLO,JENNIE,197582,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
155,"Psycho (feat. Ty Dolla $ign)","Post Malone",196593,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
156,Iris,"The Goo Goo Dolls",195054,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
157,"Dream Glow (BTS World Original Soundtrack) - Pt. 1",BTS,194695,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
158,"Beautiful Soul","Jesse McCartney",193940,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
159,"214 - From ""Alone/Together""","JM De Guzman",190801,https://open.spotify.com/track/0Fh6hgq979963fIxr2VBF2
160,"Big Plans","Why Don't We",190581,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq
161,"Super Far",LANY,188545,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
162,"I Want It That Way","Backstreet Boys",187688,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
163,"Hate Me (with Juice WRLD)","Ellie Goulding",187493,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
164,Closer,"The Chainsmokers",186423,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
165,"ILYSB - STRIPPED",LANY,185974,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
166,"A Thousand Years","Christina Perri",185621,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
167,"Ikaw Lang",Kiyo,185580,https://open.spotify.com/track/2kRjoaqiyeS0Faus5wKztH
168,Sa'yo,"Silent Sanctuary",185032,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
169,"Old Town Road","Lil Nas X",184160,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
170,"Treat You Better","Shawn Mendes",182132,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
171,"Tayo Na Lang Dalawa",Mayonnaise,181909,https://open.spotify.com/track/468iB1VWvEy9ln8M9zdde6
172,Heaven,Avicii,180962,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
173,Breakeven,"The Script",180770,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
174,"BOOMBAYAH - KR Ver.",BLACKPINK,180400,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
175,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",180028,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
176,"When You Say Nothing At All","Ronan Keating",179474,https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
177,ILYSB,LANY,179296,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
178,"BLOW (with Chris Stapleton & Bruno Mars)","Ed Sheeran",178827,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM
179,"I Think I'm OKAY (with YUNGBLUD & Travis Barker)","Machine Gun Kelly",178743,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg
180,"What is Love?",TWICE,177263,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
181,"There's No Way (feat. Julia Michaels)",Lauv,177195,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
182,"Back At One","Brian McKnight",176822,https://open.spotify.com/track/6mwA6YiKDjAUG8kWvRRUPh
183,"break up with your girlfriend, i'm bored","Ariana Grande",176394,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
184,"I Need You More Today","Caleb Santos",175936,https://open.spotify.com/track/761frfZtZ8I2g70UsjFfBK
185,"Let's Do It Again","J Boog",175794,https://open.spotify.com/track/4TBtGrMgUYH7D5Tf5HLvyz
186,Kontrabida,Pricetagg,174452,https://open.spotify.com/track/31vGGETvC1zlvuhNumTYZB
187,Sandali,Because,174145,https://open.spotify.com/track/0WRSaei4JRI1KTYhMqQh9y
188,"Ipagpatawad Mo",Mayonnaise,173710,https://open.spotify.com/track/7aOgo3FixklrEF0FWCgPLX
189,"No One","Alicia Keys",173452,https://open.spotify.com/track/6IwKcFdiRQZOWeYNhUiWIv
190,"Before I Let You Go",Freestyle,172833,https://open.spotify.com/track/5T8bLnWG8sg9ER8RKNZbCB
191,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",170335,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
192,"Versace on the Floor","Bruno Mars",168484,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
193,"Chasing Cars","Snow Patrol",168319,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
194,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",167998,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
195,Ritual,Tiësto,167029,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
196,Bubbly,"Colbie Caillat",166714,https://open.spotify.com/track/1lkvpmrCaXK8QtliFDcHBO
197,Dalaga,Arvey,166205,https://open.spotify.com/track/3iZB3VUDerY5P96rhBKwKr
198,"Falling like the Stars","James Arthur",165458,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
199,"Dating Tayo","TJ Monterde",165132,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
200,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",164913,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
