,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
94,"wish you were gay","Billie Eilish",261796,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
95,Leaves,Ben&Ben,261045,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
96,"I Don't Wanna Love You Anymore",LANY,254517,https://open.spotify.com/track/7ArrTJ1LwcGAlEO65LUQ7i
97,Magbalik,Callalily,254133,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
98,"Oks Lang","John Roa",253522,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
99,"Tell Me Where It Hurts",MYMP,252395,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
100,"Kiss and Make Up","Dua Lipa",247306,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
101,"Saturday Nights",Khalid,245439,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
102,"Let Me Down Slowly","Alec Benjamin",245001,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
103,"With a Smile","South Border",242310,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
104,"On My Way","Alan Walker",241247,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
105,"There's No Way (feat. Julia Michaels)",Lauv,241039,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
106,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",235039,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
107,"Forever Young",BLACKPINK,234401,https://open.spotify.com/track/56bHclo7YNvpujMveLElQn
108,"Rewrite The Stars","Zac Efron",233346,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
109,"Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version","December Avenue",231667,https://open.spotify.com/track/1mTROTnvFi7uxGciL319Kb
110,Perfect,"Ed Sheeran",231069,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
111,"Love Shot",EXO,225356,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
112,"Lost In Japan","Shawn Mendes",222879,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
113,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit",SHAUN,220484,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk
114,"The Day You Said Goodnight",Hale,220171,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
115,"So Am I","Ava Max",219383,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
116,Happier,"Ed Sheeran",217053,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
117,Paradise,Bazzi,215467,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
118,"Midnight Sky","Unique Salonga",212184,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
119,"Don't Call Me Up",Mabel,212041,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
120,Hiling,"Mark Carpio",211743,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
121,"One and Only","Parokya Ni Edgar",210913,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
122,Lucky,"Jason Mraz",209648,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
123,"Shape of My Heart","Backstreet Boys",208782,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
124,Sila,SUD,208512,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
125,"I'm Yours","Jason Mraz",207614,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
126,Akala,Marion,206930,https://open.spotify.com/track/6C3SKl8oJbfjfJBANhuQuu
127,"Maikee's Letters","Just Hush",205441,https://open.spotify.com/track/0aEX0skifH9CAc8HXxShqk
128,"Super Far",LANY,205015,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
129,"Ngayong Gabi","Al James",205012,https://open.spotify.com/track/5sLGYJOhLP197nmkaRMMEH
130,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,204803,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
131,"She Will Be Loved - Radio Mix","Maroon 5",204689,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
132,"Be Alright","Dean Lewis",202586,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
133,Pa-umaga,"Al James",201485,https://open.spotify.com/track/3U8MbjNAP56IrzpbEFn1qN
134,"Better Now","Post Malone",199664,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
135,"no tears left to cry","Ariana Grande",199289,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
136,Photograph,"Ed Sheeran",198768,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
137,"Nandyan Agad Ako","Ex Battalion",197827,https://open.spotify.com/track/2SuTg9SbfgvHOqhZonuu1j
138,"This I Promise You",*NSYNC,197186,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
139,CROWN,"TOMORROW X TOGETHER",195711,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26
140,"Psycho (feat. Ty Dolla $ign)","Post Malone",195498,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
141,"Dating Tayo","TJ Monterde",194940,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
142,ILYSB,LANY,191777,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
143,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",189756,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
144,"WHISTLE - KR Ver.",BLACKPINK,189588,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
145,Someday,Nina,189185,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
146,"You And Me",Lifehouse,188206,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
147,"Old Town Road - Remix","Lil Nas X",187879,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
148,Cool,"Jonas Brothers",187084,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS
149,"So Sick",Ne-Yo,186307,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
150,"Just the Way You Are","Bruno Mars",185482,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
151,Stickwitu,"The Pussycat Dolls",185251,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
152,Sundo,Imago,185077,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
153,Starving,"Hailee Steinfeld",183706,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
154,Tagu-Taguan,"Moira Dela Torre",182982,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
155,Closer,"The Chainsmokers",182560,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
156,"Huling Sayaw - Acoustic",Kamikazee,182520,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
157,"Your Song (My One and Only You)","Julie Anne San Jose",178891,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
158,"Magkunwari ('Di Man Tayo) [TODA One I Love Official Soundtrack]","December Avenue",178722,https://open.spotify.com/track/4yLc803i7qcWx4V2piWPH5
159,"bury a friend","Billie Eilish",177927,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
160,"ILYSB - STRIPPED",LANY,177763,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
161,"A Thousand Years","Christina Perri",177486,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
162,"Take A Bow - Main",Rihanna,177471,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
163,"High Hopes","Panic! At The Disco",177453,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
164,"I Fall Apart","Post Malone",176725,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
165,Iris,"The Goo Goo Dolls",176524,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
166,Youngblood,"5 Seconds of Summer",175789,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
167,"Bohemian Rhapsody - Remastered 2011",Queen,175430,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
168,"I Don't Belong In This Club","Why Don't We",175155,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
169,"Never Not",Lauv,174488,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
170,Sa'yo,"Silent Sanctuary",173185,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
171,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",171481,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
172,"What Lovers Do","Maroon 5",170691,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
173,"I Want It That Way","Backstreet Boys",170450,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
174,Mine,Bazzi,168613,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
175,"Bleeding Love","Leona Lewis",168446,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
176,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",167974,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
177,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",167173,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
178,"when the party's over","Billie Eilish",166532,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
179,Rainbow,"South Border",166480,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
180,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",166168,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
181,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",165725,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
182,Happiness,"Rex Orange County",165109,https://open.spotify.com/track/2rXVtoLBHuXcNB5DVfIc9p
183,"That's What I Like","Bruno Mars",163819,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
184,Breakeven,"The Script",163272,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
185,"Versace on the Floor","Bruno Mars",162627,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
186,"Capital Letters","Hailee Steinfeld",161248,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
187,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",160603,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
188,"The Bones","Maren Morris",160005,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL
189,"Di Makatulog",SUD,159346,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
190,"Lie To Me (feat. Julia Michaels)","5 Seconds of Summer",158882,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3
191,"A Thousand Miles","Vanessa Carlton",158874,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
192,214,Rivermaya,158851,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB
193,"YES or YES",TWICE,158731,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
194,"Empty Space","James Arthur",158479,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
195,"Hanggang Kailan","Michael Pangilinan",157557,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
196,"Kills You Slowly","The Chainsmokers",157449,https://open.spotify.com/track/1Pz3QmQFBFuI60rxCQBeW6
197,"Ipagpatawad Mo",Mayonnaise,156524,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
198,13,LANY,156175,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
199,"Young Dumb & Broke",Khalid,154835,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
200,"Freaky Friday (feat. Chris Brown)","Lil Dicky",154790,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
