,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
103,"Tell Me Where It Hurts",MYMP,218376,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
104,"when the party's over","Billie Eilish",217318,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
105,13,LANY,215378,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
106,"Ang Huling El Bimbo",Eraserheads,213926,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
107,"In My Feelings",Drake,211931,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
108,"Better Now","Post Malone",210425,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
109,"Let You Love Me","Rita Ora",207866,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
110,"God is a woman","Ariana Grande",206567,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
111,Iris,"The Goo Goo Dolls",204575,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
112,"Beach House","The Chainsmokers",204247,https://open.spotify.com/track/0N8MGHEDAq29ip7RrlrTeN
113,"Another One Bites The Dust - Remastered 2011",Queen,203259,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
114,"Wake Up in the Sky","Gucci Mane",202900,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
115,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",201804,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
116,"TIC TOC",6ix9ine,201733,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
117,"Lucid Dreams","Juice WRLD",201511,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
118,"Love Of My Life - Remastered 2011",Queen,200584,https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd
119,Someday,Nina,199779,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
120,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",199228,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
121,"ILYSB - STRIPPED",LANY,198498,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
122,Nadarang,"Shanti Dope",198458,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
123,"Eroplanong Papel","December Avenue",197713,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
124,"She Will Be Loved - Radio Mix","Maroon 5",197313,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
125,Sa'yo,"Silent Sanctuary",195839,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
126,Breakeven,"The Script",195312,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
127,Shallow,"Lady Gaga",194776,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
128,"Kung Akin Ang Mundo","Erik Santos",193461,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
129,Someday,"Leanne & Naara",193402,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
130,"Sincerity Is Scary","The 1975",193363,https://open.spotify.com/track/6HguG9HRb1Ke1bhihfE4m8
131,Tagu-Taguan,"Moira Dela Torre",192952,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
132,"Havana (feat. Young Thug)","Camila Cabello",189676,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
133,"Huling Sayaw - Acoustic",Kamikazee,185583,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
134,"Under Pressure - Remastered",Queen,185550,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
135,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",185406,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
136,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",183050,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
137,"As If It's Your Last",BLACKPINK,182869,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
138,"One and Only","Parokya Ni Edgar",182296,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
139,BAAM,MOMOLAND,180891,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
140,"Psycho (feat. Ty Dolla $ign)","Post Malone",180308,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
141,"Jingle Bell Rock","Bobby Helms",179941,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
142,"I'm Yours","Jason Mraz",179180,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
143,"Young Dumb & Broke",Khalid,177909,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
144,"Capital Letters","Hailee Steinfeld",176557,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
145,Stickwitu,"The Pussycat Dolls",175929,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
146,"Hanggang Kailan","Michael Pangilinan",175307,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
147,"I Want It That Way","Backstreet Boys",174155,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
148,Harana,"Parokya Ni Edgar",174087,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
149,"This I Promise You",*NSYNC,173232,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
150,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",172727,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
151,"Don't Stop Me Now - Remastered",Queen,172711,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
152,"Happy Now",Zedd,172636,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
153,Starving,"Hailee Steinfeld",172522,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
154,"Only Want You","Rita Ora",172426,https://open.spotify.com/track/2CTN6UuO2dNEVZXR0DJVk2
155,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,172200,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
156,"La Vie en Rose",IZ*ONE,171993,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
157,"A Thousand Years","Christina Perri",171864,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
158,"Why Can't It Be","Kaye Cal",171646,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
159,Sino,"Unique Salonga",171231,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
160,"The Scientist",Coldplay,170670,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
161,"That's What I Like","Bruno Mars",170182,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
162,"Last Christmas",Wham!,170068,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
163,comethru,"Jeremy Zucker",169558,https://open.spotify.com/track/6fFTPGGItuEpjwXRUIr4rk
164,Unan,Because,168892,https://open.spotify.com/track/6aqH1me0AcXPwJEAflvNoT
165,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,168376,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
166,"If You See Her",LANY,168139,https://open.spotify.com/track/3coUcc0CDAHz2QwdP7Pee8
167,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",167702,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
168,"BBoom BBoom",MOMOLAND,167172,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
169,"Huwag Na Huwag Mong Sasabihin",SUD,167146,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
170,Mine,Bazzi,166149,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
171,"Shape of You","Ed Sheeran",166049,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
172,FRIENDS,Marshmello,165779,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
173,"Just the Way You Are","Bruno Mars",164424,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
174,POP/STARS,K/DA,163323,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ
175,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",161053,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
176,"Treat You Better","Shawn Mendes",160405,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
177,"FOREVER YOUNG - KR Ver.",BLACKPINK,158895,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
178,"Can’t Help Falling in Love","Kina Grannis",157208,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
179,"Valentine's Day",LANY,156735,https://open.spotify.com/track/2juRA8DhQePry4eb2LMUMM
180,"I Always Wanna Die (Sometimes)","The 1975",156520,https://open.spotify.com/track/7iPlcFvOMOzt6v0QvcAueZ
181,"Out of My League","Stephen Speaks",155559,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
182,"Rockin' Around The Christmas Tree","Brenda Lee",155106,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
183,"'Di Na Muli",Itchyworms,154335,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
184,"LOVE SCENARIO",iKON,153992,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
185,Mistletoe,"Justin Bieber",153776,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
186,Prinsesa,6cyclemind,153621,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
187,"Electricity (with Dua Lipa)","Silk City",153295,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
188,"The Day You Said Goodnight",Hale,152956,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
189,"MIA (feat. Drake)","Bad Bunny",152375,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
190,Rainbow,"South Border",152370,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
191,"Bleeding Love","Leona Lewis",152323,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
192,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",151714,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
193,Lucky,"Jason Mraz",151415,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
194,Youngblood,"5 Seconds of Summer",151380,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
195,"Taking Me Back",LANY,151175,https://open.spotify.com/track/6A9mMKHYdeUJGvQDKChC0C
196,"Before I Let You Go",Freestyle,150572,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
197,"We Will Rock You - Remastered",Queen,150356,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
198,"Little Do You Know","Alex & Sierra",150285,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
199,"I'll Never Go","Erik Santos",149565,https://open.spotify.com/track/57kqyESt7sfljPxFohKPR4
200,"One Last Time","Ariana Grande",149471,https://open.spotify.com/track/1CAksvEO6oRHd9bBKWAfuY
