,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
56,"Waste It On Me (feat. BTS)","Steve Aoki",347898,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr
57,"Too Good At Goodbyes","Sam Smith",345039,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
58,"Woman Like Me (feat. Nicki Minaj)","Little Mix",340734,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
59,Tadhana,"Up Dharma Down",331005,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
60,"It's the Most Wonderful Time of the Year","Andy Williams",330670,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
61,"Rewrite The Stars","Zac Efron",329206,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
62,"Rockin' Around The Christmas Tree","Brenda Lee",324932,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
63,"It's Beginning to Look a Lot Like Christmas","Michael Bublé",314165,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
64,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",308852,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
65,Mistletoe,"Justin Bieber",308508,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
66,"Bakit Ba Ikaw","Michael Pangilinan",308403,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
67,"Miss Independent",Ne-Yo,308274,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q
68,Narcissist,"No Rome",301400,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
69,Hiling,"Mark Carpio",293001,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
70,"Kung Wala Ka",Hale,289652,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
71,Leaves,Ben&Ben,285802,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
72,Sila,SUD,281071,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
73,"no tears left to cry","Ariana Grande",277988,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
74,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,274842,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
75,Nadarang,"Shanti Dope",274621,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
76,Perfect,"Ed Sheeran",271734,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
77,"Freaky Friday (feat. Chris Brown)","Lil Dicky",271583,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
78,"Bohemian Rhapsody - Remastered 2011",Queen,270102,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
79,"BBoom BBoom",MOMOLAND,267567,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
80,"Oks Lang","John Roa",265730,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
81,Ours,Ben&Ben,263208,https://open.spotify.com/track/2Bb9MjP3gY9oaUXXJLFDVi
82,"Bad Liar","Imagine Dragons",262349,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
83,"Christmas in Our Hearts","Jose Mari Chan",256189,https://open.spotify.com/track/7rrVN7f83kwaz2sGxoFnJY
84,"So Sick",Ne-Yo,253443,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
85,"In My Feelings",Drake,249752,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
86,BAAM,MOMOLAND,249306,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
87,"Sweet but Psycho","Ava Max",248909,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
88,"What Lovers Do","Maroon 5",247339,https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g
89,"Super Far",LANY,246699,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
90,"SICKO MODE","Travis Scott",246364,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
91,"YES or YES",TWICE,246110,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP
92,Magbalik,Callalily,238161,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
93,"Tell Me Where It Hurts",MYMP,235807,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
94,breathin,"Ariana Grande",234748,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
95,"Di Makatulog",SUD,232261,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
96,"Have Yourself A Merry Little Christmas","Sam Smith",228936,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
97,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",226563,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
98,Migraine,Moonstar88,226312,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
99,Sandali,Because,225680,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
100,"New Rules","Dua Lipa",223952,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
101,Photograph,"Ed Sheeran",222402,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
102,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",217672,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
103,"Psycho (feat. Ty Dolla $ign)","Post Malone",217374,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
104,"Havana (feat. Young Thug)","Camila Cabello",216391,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
105,"One and Only","Parokya Ni Edgar",215775,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
106,ILYSB,LANY,214199,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
107,Closer,"The Chainsmokers",213922,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
108,"Empty Space","James Arthur",212237,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
109,"Love Shot",EXO,211569,https://open.spotify.com/track/33NAYATbWRoo5RuEP30JBZ
110,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""","Moira Dela Torre",206561,https://open.spotify.com/track/7aW2GrNlteWTwQZxX6LNjT
111,"Better Now","Post Malone",206377,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
112,"Ang Huling El Bimbo",Eraserheads,206033,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
113,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",205469,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
114,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",203316,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
115,Happier,"Ed Sheeran",200770,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
116,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",199889,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
117,Rise,"Jonas Blue",199714,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
118,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",198709,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
119,"No Brainer","DJ Khaled",198601,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
120,"Going Bad (feat. Drake)","Meek Mill",197938,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
121,"Finesse - Remix; feat. Cardi B","Bruno Mars",197595,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
122,"Do They Know It's Christmas? - 1984 Version","Band Aid",197481,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
123,13,LANY,196884,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
124,"I'm a Mess","Bebe Rexha",195006,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
125,Mine,Bazzi,194321,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
126,"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge",193687,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK
127,Starving,"Hailee Steinfeld",193076,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
128,"Underneath the Tree","Kelly Clarkson",192130,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
129,"Take A Bow - Main",Rihanna,190052,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
130,"Eroplanong Papel","December Avenue",188835,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
131,Someday,Nina,188720,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
132,"Capital Letters","Hailee Steinfeld",188302,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
133,"Young Dumb & Broke",Khalid,186318,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
134,"ILYSB - STRIPPED",LANY,184236,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
135,Sa'yo,"Silent Sanctuary",182763,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
136,"The Day You Said Goodnight - Acoustic Version",Hale,182570,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
137,"Holly Jolly Christmas","Michael Bublé",182414,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
138,Iris,"The Goo Goo Dolls",182402,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
139,"Santa Baby","Ariana Grande",182221,https://open.spotify.com/track/6YJdPrH3i2POzu7hdHIRrb
140,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",181884,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
141,"That's What I Like","Bruno Mars",180363,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
142,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",178803,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
143,"As If It's Your Last",BLACKPINK,177401,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
144,"when the party's over","Billie Eilish",177147,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
145,"Happy Xmas (War Is Over) - Remastered","John Lennon",175103,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
146,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",173103,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
147,"God is a woman","Ariana Grande",173078,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
148,Tagu-Taguan,"Moira Dela Torre",172799,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
149,"Huling Sayaw - Acoustic",Kamikazee,172581,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
150,"Sleigh Ride","The Ronettes",171401,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ
151,"Wake Up in the Sky","Gucci Mane",171091,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
152,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",170432,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
153,"Lucid Dreams","Juice WRLD",169742,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
154,"She Will Be Loved - Radio Mix","Maroon 5",168177,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
155,"Happy Now",Kygo,167979,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
156,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,166307,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
157,"There's No Way (feat. Julia Michaels)",Lauv,165416,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
158,"With a Smile","South Border",165397,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
159,Youngblood,"5 Seconds of Summer",164710,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
160,"I'm Yours","Jason Mraz",164655,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
161,"I Like It","Cardi B",164209,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
162,"A Holly Jolly Christmas - Single Version","Burl Ives",163331,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
163,"Treat You Better","Shawn Mendes",163125,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
164,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,163038,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
165,"Kung Akin Ang Mundo","Erik Santos",162086,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
166,FRIENDS,Marshmello,161789,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
167,Breakeven,"The Script",161656,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
168,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",159184,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
169,"Christmas (Baby Please Come Home)","Mariah Carey",158105,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
170,"FOREVER YOUNG - KR Ver.",BLACKPINK,158060,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
171,"High Hopes","Panic! At The Disco",157901,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
172,"Star Ng Pasko","Aiza Seguerra",157693,https://open.spotify.com/track/6PJ2glrMHEZKqc3kqIB7Vz
173,"Dating Tayo","TJ Monterde",156453,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0
174,"Sa Araw Ng Pasko","Star Music All Star Cast",155945,https://open.spotify.com/track/7d4pHMrw88IiRWYGD7bNOb
175,"Happy Now",Zedd,155384,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
176,"One Last Time","Ariana Grande",155028,https://open.spotify.com/track/1CAksvEO6oRHd9bBKWAfuY
177,"In My Blood","Shawn Mendes",152955,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
178,"The Christmas Song (Merry Christmas To You)","Nat King Cole",152354,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
179,"Shape of You","Ed Sheeran",152323,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
180,"This Is Me","Keala Settle",152281,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
181,"I Want It That Way","Backstreet Boys",151954,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
182,"Versace on the Floor","Bruno Mars",151657,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
183,"LOVE SCENARIO",iKON,151225,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
184,Stickwitu,"The Pussycat Dolls",151012,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
185,"Santa Claus Is Coming to Town","Michael Bublé",150292,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
186,"A Thousand Years","Christina Perri",150241,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
187,"Why Can't It Be","Kaye Cal",150091,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
188,"What is Love?",TWICE,149964,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
189,OTW,Khalid,149721,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
190,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",149577,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
191,"La Vie en Rose",IZ*ONE,149471,https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc
192,"I Fall Apart","Post Malone",149286,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
193,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",148633,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
194,"White Christmas","Bing Crosby",147978,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
195,Someday,"Leanne & Naara",146705,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
196,Rainbow,"South Border",146278,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
197,"The Scientist",Coldplay,145854,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
198,"Let Me",ZAYN,145557,https://open.spotify.com/track/0aVsVsOYDSEEigiwTrIab9
199,"My Only Wish (This Year)","Britney Spears",144846,https://open.spotify.com/track/1UQbxSOVbauPxaUh337GTx
200,Demonyo,"juan karlos",144774,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
