,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
120,"Bohemian Rhapsody - Remastered 2011",Queen,212676,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
121,"Giant (with Rag'n'Bone Man)","Calvin Harris",209218,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
122,"There's No Way (feat. Julia Michaels)",Lauv,208917,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
123,"A Thousand Years","Christina Perri",208691,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
124,"So Sick",Ne-Yo,207991,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
125,"Capital Letters","Hailee Steinfeld",207878,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
126,"Freaky Friday (feat. Chris Brown)","Lil Dicky",207010,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
127,Sundo,Imago,205847,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
128,Closer,"The Chainsmokers",205110,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
129,ILYSB,LANY,203447,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
130,"Bawat Kaluluwa","IV Of Spades",203204,https://open.spotify.com/track/2gnVqlNifLIGvinryubyG4
131,Youngblood,"5 Seconds of Summer",202655,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
132,"Huling Sayaw - Acoustic",Kamikazee,202533,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
133,"ILYSB - STRIPPED",LANY,201106,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
134,"Psycho (feat. Ty Dolla $ign)","Post Malone",200639,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
135,"Shape of My Heart","Backstreet Boys",199837,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D
136,"This I Promise You",*NSYNC,199727,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
137,"You And Me",Lifehouse,199404,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
138,"Miss Independent",Ne-Yo,198384,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q
139,"Take A Bow - Main",Rihanna,197566,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
140,"Hanggang Kailan","Michael Pangilinan",197222,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
141,Lucky,"Jason Mraz",196503,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
142,"The Day You Said Goodnight - Acoustic Version",Hale,195711,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
143,Demonyo,"juan karlos",194310,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq
144,"I'm a Mess","Bebe Rexha",193484,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
145,Trampoline,SHAED,192777,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
146,"As If It's Your Last",BLACKPINK,192070,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
147,"I'm Yours","Jason Mraz",190889,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
148,"She Will Be Loved - Radio Mix","Maroon 5",190140,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
149,"New Rules","Dua Lipa",189956,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
150,"The Day You Said Goodnight",Hale,189710,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
151,"Treat You Better","Shawn Mendes",189602,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
152,"Bad Liar","Imagine Dragons",188463,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
153,"Happy Now",Zedd,186967,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
154,comethru,"Jeremy Zucker",186892,https://open.spotify.com/track/6fFTPGGItuEpjwXRUIr4rk
155,"when the party's over","Billie Eilish",186501,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
156,"Empty Space","James Arthur",186218,https://open.spotify.com/track/1uru26I2JKd2mQZt0MDCUe
157,"In My Blood","Shawn Mendes",185179,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
158,"That's What I Like","Bruno Mars",183709,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
159,Sino,"Unique Salonga",182620,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
160,"Look Back At It","A Boogie Wit da Hoodie",180560,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
161,"Why Can't It Be","Kaye Cal",180122,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
162,13,LANY,180106,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
163,"One Last Time","Ariana Grande",178522,https://open.spotify.com/track/1CAksvEO6oRHd9bBKWAfuY
164,Mine,Bazzi,178425,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
165,"In My Feelings",Drake,178212,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
166,"Going Bad (feat. Drake)","Meek Mill",178094,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
167,"Havana (feat. Young Thug)","Camila Cabello",177779,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
168,"Come Inside Of My Heart","IV Of Spades",177130,https://open.spotify.com/track/3Eb5sztvEMa0Mqnb8DUAlU
169,Iris,"The Goo Goo Dolls",176269,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
170,Rainbow,"South Border",174769,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
171,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",174453,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
172,"Woman Like Me (feat. Nicki Minaj)","Little Mix",173880,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
173,"Ipagpatawad Mo",Mayonnaise,173562,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
174,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,173334,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
175,Breakeven,"The Script",172799,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
176,"Before I Let You Go",Freestyle,172676,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
177,"Young Dumb & Broke",Khalid,172559,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
178,"Your Song (My One and Only You)","Julie Anne San Jose",171663,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
179,"FOREVER YOUNG - KR Ver.",BLACKPINK,171181,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
180,"Out of My League","Stephen Speaks",170607,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
181,"Bleeding Love","Leona Lewis",170242,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
182,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",169548,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
183,"BBoom BBoom",MOMOLAND,168892,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
184,"Take That Man","IV Of Spades",168871,https://open.spotify.com/track/1SZuNx9TtE5da7twgYkKAq
185,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",167716,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
186,"Huwag Na Huwag Mong Sasabihin",SUD,166942,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
187,"Foolish Heart",Nina,166763,https://open.spotify.com/track/0pzEVarX9S2ZFYZFhefZhU
188,BAAM,MOMOLAND,166621,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
189,Harana,"Parokya Ni Edgar",166362,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
190,"Isang Araw","Kaye Cal",166104,https://open.spotify.com/track/4fxHK6mhA9vli9NjpBSbGi
191,Prinsesa,6cyclemind,166071,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
192,"Someone You Loved","Lewis Capaldi",165645,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
193,"Finesse - Remix; feat. Cardi B","Bruno Mars",165047,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
194,"I Want It That Way","Backstreet Boys",164880,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
195,Delicate,"Taylor Swift",164645,https://open.spotify.com/track/5sOch9Cf4uxcMtwFzMtNqQ
196,"Maikee's Letters","Just Hush",164272,https://open.spotify.com/track/0aEX0skifH9CAc8HXxShqk
197,"Just the Way You Are","Bruno Mars",164075,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
198,"Wake Up in the Sky","Gucci Mane",164051,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
199,"God is a woman","Ariana Grande",163708,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
200,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",163661,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
