,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
38,"No Brainer","DJ Khaled",472393,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
39,"Bakit Ba Ikaw","Michael Pangilinan",459934,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
40,"Oks Lang","John Roa",430757,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
41,Narcissist,"No Rome",421311,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
42,"Without Me",Halsey,420170,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
43,Rise,"Jonas Blue",416389,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
44,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",410642,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
45,"Freaky Friday (feat. Chris Brown)","Lil Dicky",405935,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
46,"God is a woman","Ariana Grande",398134,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
47,Tagpuan,"Moira Dela Torre",393957,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih
48,"Say You Won't Let Go","James Arthur",381627,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
49,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",375737,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
50,"Happy Now",Zedd,368828,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
51,"Woman Like Me (feat. Nicki Minaj)","Little Mix",365678,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
52,Leaves,Ben&Ben,351225,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
53,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,345851,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
54,Tadhana,"Up Dharma Down",342178,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
55,"Pasensya Ka Na","Silent Sanctuary",336767,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
56,"Kung Akin Ang Mundo","Erik Santos",329904,https://open.spotify.com/track/0W2kzUI1K0tT0RpggJZ4Js
57,"I Like Me Better",Lauv,328979,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
58,Shallow,"Lady Gaga",327859,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
59,"Let Me",ZAYN,320266,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
60,"I'm a Mess","Bebe Rexha",317702,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
61,"Too Good At Goodbyes","Sam Smith",316217,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
62,"If You See Her",LANY,315565,https://open.spotify.com/track/3coUcc0CDAHz2QwdP7Pee8
63,"In My Feelings",Drake,311276,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
64,"Super Far",LANY,308135,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
65,"Kung Wala Ka",Hale,303486,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
66,"Susi (From the Film ""GOYO - Ang Batang Heneral"")",Ben&Ben,302970,https://open.spotify.com/track/3I572cT9kECh41bZz2xPhy
67,Hiling,"Mark Carpio",286816,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
68,"Best Part (feat. Daniel Caesar)",H.E.R.,285367,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
69,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,280573,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
70,Sila,SUD,279397,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
71,"Rewrite The Stars","Zac Efron",277057,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
72,"Ruin My Life","Zara Larsson",274022,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
73,Magbalik,Callalily,271756,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
74,ILYSB,LANY,271135,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
75,BAAM,MOMOLAND,271122,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
76,13,LANY,270556,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
77,"Let You Love Me","Rita Ora",268730,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
78,Perfect,"Ed Sheeran",268109,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
79,"Taking Me Back",LANY,267632,https://open.spotify.com/track/6A9mMKHYdeUJGvQDKChC0C
80,"Kahit Di Mo Alam","December Avenue",264210,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
81,"Let Me Know",LANY,261797,https://open.spotify.com/track/7DMPq3XndRJaj6NTINsLOz
82,Migraine,Moonstar88,253510,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
83,"Valentine's Day",LANY,253291,https://open.spotify.com/track/2juRA8DhQePry4eb2LMUMM
84,"Suncity (feat. Empress Of)",Khalid,252244,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
85,Polaroid,"Jonas Blue",247309,https://open.spotify.com/track/1wsLHgXJ4SKIfd5ePSX1hD
86,"Di Makatulog",SUD,246487,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
87,"Playinwitme (feat. Kehlani)",KYLE,246363,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
88,"MIA (feat. Drake)","Bad Bunny",243560,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
89,"So Sick",Ne-Yo,243353,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
90,Nadarang,"Shanti Dope",242178,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
91,"no tears left to cry","Ariana Grande",241929,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
92,Photograph,"Ed Sheeran",241662,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
93,Happier,"Ed Sheeran",240546,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
94,"Head Above Water","Avril Lavigne",239769,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6
95,"Take A Bow - Main",Rihanna,239179,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
96,"SICKO MODE","Travis Scott",237995,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
97,"New Rules","Dua Lipa",234314,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
98,"What Lovers Do (feat. SZA)","Maroon 5",232755,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
99,Run,LANY,232056,https://open.spotify.com/track/0QXHHEi0rHMwmkxK5pvc05
100,"Sweet but Psycho","Ava Max",230694,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
101,"Ang Huling El Bimbo",Eraserheads,230185,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
102,"With a Smile","South Border",222169,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
103,1999,"Charli XCX",219302,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8
104,Closer,"The Chainsmokers",219291,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
105,"ILYSB - STRIPPED",LANY,217791,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
106,"Tell Me Where It Hurts",MYMP,214995,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
107,"The Day You Said Goodnight - Acoustic Version",Hale,214285,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
108,"She Will Be Loved - Radio Mix","Maroon 5",212871,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
109,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,210362,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
110,"Better Now","Post Malone",209781,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
111,"Kahit Ayaw Mo Na","This Band",208485,https://open.spotify.com/track/5V2AX2WTOHl2FKtftvisV6
112,"BBoom BBoom",MOMOLAND,204972,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
113,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",204609,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
114,Tagu-Taguan,"Moira Dela Torre",204389,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
115,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",204382,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
116,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",204058,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
117,"Havana (feat. Young Thug)","Camila Cabello",201821,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
118,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",201800,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
119,"Psycho (feat. Ty Dolla $ign)","Post Malone",200943,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
120,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",197763,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
121,"Young Dumb & Broke",Khalid,195327,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
122,Breakeven,"The Script",195209,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
123,"Eroplanong Papel","December Avenue",192757,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
124,Sa'yo,"Silent Sanctuary",192079,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
125,"Lucid Dreams","Juice WRLD",191637,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
126,Iris,"The Goo Goo Dolls",190899,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
127,"I'm Yours","Jason Mraz",189144,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
128,Sino,"Unique Salonga",186685,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
129,Someday,"Leanne & Naara",185121,https://open.spotify.com/track/6sl4KzZ9PRb8xTzjYIrHAP
130,breathin,"Ariana Grande",182268,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
131,"One Kiss (with Dua Lipa)","Calvin Harris",181813,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
132,Mine,Bazzi,180799,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
133,"As If It's Your Last",BLACKPINK,180599,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
134,"Hanggang Kailan","Michael Pangilinan",180260,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
135,"Capital Letters","Hailee Steinfeld",179488,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
136,"Can’t Help Falling in Love","Kina Grannis",178194,https://open.spotify.com/track/7uuEfUMuPeQ7RlSWa0cES2
137,"'Di Na Muli",Itchyworms,175529,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
138,Sandali,Because,173535,https://open.spotify.com/track/1emnGTAsF4zSaWidgvK08I
139,"Why Can't It Be","Kaye Cal",171878,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
140,"FOREVER YOUNG - KR Ver.",BLACKPINK,171762,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
141,"One and Only","Parokya Ni Edgar",171421,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
142,"This I Promise You",*NSYNC,170513,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
143,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,170475,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
144,Hericane,LANY,170381,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
145,"Shape of You","Ed Sheeran",170114,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
146,"That's What I Like","Bruno Mars",169945,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
147,"when the party's over","Billie Eilish",168835,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
148,Lucky,"Jason Mraz",167535,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
149,Stickwitu,"The Pussycat Dolls",167211,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
150,"The Scientist",Coldplay,166703,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
151,"SLOW DANCING IN THE DARK",Joji,165614,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
152,"A Thousand Years","Christina Perri",164630,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
153,"Out of My League","Stephen Speaks",164044,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
154,"Lost In Japan - Remix","Shawn Mendes",163271,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
155,"Ride Home",Ben&Ben,163069,https://open.spotify.com/track/1fXHTDYsJiFOjVWITaFp1j
156,"Ipagpatawad Mo",Mayonnaise,161860,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
157,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",161732,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
158,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",161708,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
159,"I Like It","Cardi B",161534,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
160,"Bleeding Love","Leona Lewis",161362,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE
161,"The Day You Said Goodnight",Hale,161076,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
162,FRIENDS,Marshmello,159895,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
163,Starving,"Hailee Steinfeld",159529,https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo
164,"Balang Araw","I Belong to the Zoo",158824,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m
165,"I Want It That Way","Backstreet Boys",157530,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
166,Rainbow,"South Border",157317,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
167,Harana,"Parokya Ni Edgar",157159,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
168,"Just the Way You Are","Bruno Mars",156704,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
169,"How Deep Is Your Love","the bird and the bee",156560,https://open.spotify.com/track/4bYqnqT92z9bi50a2tRsjj
170,"Never Enough","Loren Allred",155618,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
171,"The Man Who Can't Be Moved","The Script",155338,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
172,"Meron Nang Iba","Silent Sanctuary",155067,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
173,"Before I Let You Go",Freestyle,154298,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
174,"Love You Anymore","Michael Bublé",154044,https://open.spotify.com/track/2GjxDcfAZjYhrxjz2t4qat
175,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",153905,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
176,"Strawberries & Cigarettes","Troye Sivan",153399,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
177,"Wake Up in the Sky","Gucci Mane",153234,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
178,"A Thousand Miles","Vanessa Carlton",152997,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
179,"Always Remember Us This Way","Lady Gaga",152769,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
180,"A Million Dreams","Ziv Zaifman",152673,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
181,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",152363,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
182,"Huwag Na Huwag Mong Sasabihin",SUD,151046,https://open.spotify.com/track/3yLKvQB94z3o2kiaGuqbTP
183,"Huling Sayaw - Acoustic",Kamikazee,149583,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
184,Prinsesa,6cyclemind,148409,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
185,OTW,Khalid,147182,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
186,"Promises (with Sam Smith)","Calvin Harris",146664,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
187,"This Is Me","Keala Settle",145892,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
188,Someday,Nina,145544,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT
189,"Versace on the Floor","Bruno Mars",145393,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
190,"God's Plan",Drake,144249,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
191,"Little Do You Know","Alex & Sierra",143275,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
192,Kundiman,"Silent Sanctuary",142776,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
193,"You And Me",Lifehouse,142061,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
194,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",141835,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
195,"Never Be the Same","Camila Cabello",141051,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
196,Gitara,"Parokya Ni Edgar",141017,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
197,Terrified,"Katharine McPhee",140494,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
198,"Checklist (with Calvin Harris) (feat. WizKid)",Normani,140408,https://open.spotify.com/track/5xesHO6GLWTrjsKOjAXRmf
199,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",139861,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
200,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",139662,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
