,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
23,Nadarang,"Shanti Dope",582123,https://open.spotify.com/track/6LJ1p1h5EcMK4VPeCLDSoF
24,"Midnight Sky","Unique Salonga",578956,https://open.spotify.com/track/5eFzCfsj3d0yWumdEldZwL
25,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",531232,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
26,13,LANY,522323,https://open.spotify.com/track/0WOvSEVpUGkNufX0w0M06F
27,"Ocean (feat. Khalid)","Martin Garrix",512916,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
28,Happier,"Ed Sheeran",510558,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
29,"The Middle",Zedd,496139,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
30,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",489537,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
31,Tadhana,"Up Dharma Down",487208,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR
32,Tagu-Taguan,"Moira Dela Torre",463746,https://open.spotify.com/track/2iOnWSWcChoGmUufbrQ00e
33,Connection,OneRepublic,454035,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
34,"Solo (feat. Demi Lovato)","Clean Bandit",452827,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
35,"Oks Lang","John Roa",446828,https://open.spotify.com/track/2wTxJWt2gA9a1Z94dTnPiI
36,Youngblood,"5 Seconds of Summer",438479,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
37,"Say You Won't Let Go","James Arthur",437524,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
38,"Lucid Dreams","Juice WRLD",431804,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
39,"Playinwitme (feat. Kehlani)",KYLE,431392,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
40,"Strawberries & Cigarettes","Troye Sivan",421060,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
41,"Too Good At Goodbyes","Sam Smith",411490,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
42,"Born To Be Yours",Kygo,409855,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
43,"no tears left to cry","Ariana Grande",408817,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
44,Mine,Bazzi,399082,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
45,"Only You (with Little Mix)","Cheat Codes",398398,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
46,"You Are The Reason","Calum Scott",397127,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
47,Entertainer,ZAYN,395299,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
48,"Kung Wala Ka",Hale,393653,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn
49,"Let Me",ZAYN,385587,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
50,Enemies,Lauv,380646,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
51,"Pasensya Ka Na","Silent Sanctuary",373156,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7
52,"Bakit Ba Ikaw","Michael Pangilinan",372148,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s
53,Pa-Umaga,"Al James",342870,https://open.spotify.com/track/1bvPjHWOc5C8nHkw5U2Vb4
54,Migraine,Moonstar88,340348,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA
55,Mau,"Shanti Dope",337509,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3
56,Bulong,"December Avenue",333157,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO
57,"Be Alright","Dean Lewis",325526,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
58,"Rewrite The Stars","Zac Efron",321389,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
59,"Best Part (feat. Daniel Caesar)",H.E.R.,312874,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
60,"Maybe The Night",Ben&Ben,312083,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei
61,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,309652,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
62,Magbalik,Callalily,300416,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE
63,Hiling,"Mark Carpio",299184,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL
64,Ex,Callalily,298008,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo
65,"SICKO MODE","Travis Scott",293830,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
66,Perfect,"Ed Sheeran",288551,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
67,"Hanggang Kailan","Michael Pangilinan",288479,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic
68,"The Day You Said Goodnight - Acoustic Version",Hale,287529,https://open.spotify.com/track/6CHpr3pY2MbJ5y1076UDnI
69,"With a Smile","South Border",286743,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi
70,"Tell Me Where It Hurts",MYMP,285457,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA
71,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack","Darren Espanto",284491,https://open.spotify.com/track/7xty20N3DMTVOVtDIS2Jov
72,"Super Far",LANY,283923,https://open.spotify.com/track/15ahYSiHAIMxAnujlXVtta
73,"Malaya (Camp Sawi Original Motion Picture Soundtrack)","Moira Dela Torre",279391,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq
74,Sana,"I Belong to the Zoo",279242,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0
75,"Psycho (feat. Ty Dolla $ign)","Post Malone",277670,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
76,Darkside,"Alan Walker",272853,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
77,"FOREVER YOUNG - KR Ver.",BLACKPINK,271934,https://open.spotify.com/track/57Enap29zKl7NGRdDJjkjA
78,Leaves,Ben&Ben,264836,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv
79,"I Like Me Better",Lauv,263633,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
80,"Di Makatulog",SUD,262374,https://open.spotify.com/track/2ZiNCGDMapQzMtnPRVOKZI
81,"Take A Bow - Main",Rihanna,258556,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
82,"The Scientist",Coldplay,258047,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
83,"Better Now","Post Malone",255442,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
84,"Why Can't It Be","Kaye Cal",254591,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga
85,Iris,"The Goo Goo Dolls",253488,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
86,Photograph,"Ed Sheeran",252871,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
87,Sila,SUD,251364,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE
88,"So Sick",Ne-Yo,249665,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT
89,"I'm Yours","Jason Mraz",243495,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
90,"One Kiss (with Dua Lipa)","Calvin Harris",242179,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
91,Somebody,"The Chainsmokers",241320,https://open.spotify.com/track/6mWDwN58PgiPiDXkfSfB4J
92,"I Like It","Cardi B",240989,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
93,"In My Mind",Dynoro,240714,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
94,ILYSB,LANY,240468,https://open.spotify.com/track/2btKtacOXuMtC9WjcNRvAA
95,"Huling Sayaw - Acoustic",Kamikazee,237205,https://open.spotify.com/track/4UgtdWy4dm7vMVIupUbtMm
96,Torete,"Moira Dela Torre",234776,https://open.spotify.com/track/7mxm4xOU54u1ODM9fS9w2y
97,Akala,Marion,232620,https://open.spotify.com/track/2Gh039ZAfydrM5IjiGlvEj
98,"One and Only","Parokya Ni Edgar",232268,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD
99,"Havana (feat. Young Thug)","Camila Cabello",230172,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
100,"Body (feat. Brando)","Loud Luxury",229218,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
101,"Meron Nang Iba","Silent Sanctuary",227840,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
102,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")","KZ Tandingan",226624,https://open.spotify.com/track/46ixegtxjERQMCutmp09Sa
103,Sa'yo,"Silent Sanctuary",225962,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw
104,"Kahit Di Mo Alam","December Avenue",225720,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC
105,"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",224622,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh
106,"Before I Let You Go",Freestyle,223906,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
107,"Taste (feat. Offset)",Tyga,223689,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
108,OTW,Khalid,222719,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
109,"Ang Huling El Bimbo",Eraserheads,222234,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
110,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,221437,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
111,"'Di Na Muli",Itchyworms,220708,https://open.spotify.com/track/0rkML0CSX3wteVwUh5cspv
112,"I'm Not The Only One","Sam Smith",218868,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
113,"New Rules","Dua Lipa",218683,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
114,"Jackie Chan",Tiësto,215441,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
115,"Ipagpatawad Mo",Mayonnaise,213917,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
116,"What Lovers Do (feat. SZA)","Maroon 5",210605,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
117,"Side Effects (feat. Emily Warren)","The Chainsmokers",210205,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
118,"You And Me",Lifehouse,205783,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
119,Closer,"The Chainsmokers",205757,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
120,"God's Plan",Drake,204763,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
121,"Collide - Acoustic Version","Howie Day",204661,https://open.spotify.com/track/5rwq6R0Uq0BngM3rdmCeNg
122,"Don't Know What To Do (Don't Know What To Say)","Mark Carpio",204377,https://open.spotify.com/track/1ER60P43ftVOLaMRvBfpnt
123,SAD!,XXXTENTACION,203370,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
124,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",203169,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
125,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",Morissette,201699,https://open.spotify.com/track/1qoXYfWILyuN0EatImGlma
126,"Shape of You","Ed Sheeran",201301,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
127,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor",199357,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
128,"As If It's Your Last",BLACKPINK,199294,https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot
129,"So Slow",Freestyle,199285,https://open.spotify.com/track/1A40ESJJPEEJrqjC9BUO2B
130,Dura,"Daddy Yankee",199267,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
131,"Still New York",MAX,197567,https://open.spotify.com/track/4txpZk7WSjV1dsZAw5WYcT
132,"The Man Who Can't Be Moved","The Script",196778,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
133,Sundo,"Moira Dela Torre",195758,https://open.spotify.com/track/4SN0eYjvqBmElFQxP0Inys
134,"Power Up","Red Velvet",195397,https://open.spotify.com/track/381g0b6QZxC13SzA2HRMIc
135,Stickwitu,"The Pussycat Dolls",194351,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l
136,"Beautiful Soul","Jesse McCartney",193156,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
137,Harana,"Parokya Ni Edgar",192554,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
138,"Out of My League","Stephen Speaks",189522,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq
139,"She Will Be Loved - Radio Mix","Maroon 5",189396,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
140,Rainbow,"South Border",189096,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
141,"Dance The Night Away",TWICE,187760,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
142,Prinsesa,6cyclemind,187531,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
143,"Little Do You Know","Alex & Sierra",187517,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
144,STARGAZING,"Travis Scott",186977,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
145,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",184439,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
146,"When You Say Nothing At All",Boyzone,182175,https://open.spotify.com/track/4In8AR7usFmBDCWLfuEb92
147,Terrified,"Katharine McPhee",182075,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
148,"Eroplanong Papel","December Avenue",181794,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
149,"This Is Me","Keala Settle",180812,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
150,"Capital Letters","Hailee Steinfeld",179759,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
151,"ILYSB - STRIPPED",LANY,178746,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
152,Breakeven,"The Script",178483,https://open.spotify.com/track/1a1i2IwXnUN0PjllVEhA4B
153,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",178024,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
154,Dive,"Ed Sheeran",177360,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
155,"Bed (feat. Ariana Grande)","Nicki Minaj",177220,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
156,"More Than Friends (feat. Meghan Trainor)","Jason Mraz",176702,https://open.spotify.com/track/03VNgdCL9t8aPyvwZecglI
157,Stars,Callalily,176480,https://open.spotify.com/track/6aDYL0klsShJ1NDScruk2G
158,"Let Me Be the One","Julie Anne San Jose",173912,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR
159,"A Million Dreams","Ziv Zaifman",171749,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
160,"We Don't Care",Sigala,171581,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
161,"Young Dumb & Broke",Khalid,171541,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
162,"A Thousand Years","Christina Perri",170966,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
163,"Never Not",Lauv,170744,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
164,"Never Enough","Loren Allred",168362,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
165,"Let's See What The Night Can Do","Jason Mraz",168008,https://open.spotify.com/track/3dglCYsVMjPbDlU2CC9Vq7
166,Gitara,"Parokya Ni Edgar",166704,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
167,"KILLING ME",iKON,166648,https://open.spotify.com/track/27kB4qLUCV8nZd2eOgj1Tk
168,Natural,"Imagine Dragons",165985,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
169,changes,XXXTENTACION,165550,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
170,"I Fall Apart","Post Malone",165026,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
171,"That's What I Like","Bruno Mars",163643,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
172,"FAKE LOVE",BTS,163006,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
173,"In My Prison","IV Of Spades",162519,https://open.spotify.com/track/4Q6GncsjUTwWoQO6nsdyA6
174,"Wherever You Will Go","The Calling",162151,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz
175,Lucky,"Jason Mraz",160709,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
176,"all the kids are depressed","Jeremy Zucker",160704,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
177,"The Day You Said Goodnight",Hale,159142,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
178,"Chasing Cars","Snow Patrol",158739,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
179,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",158739,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
180,"Just the Way You Are","Bruno Mars",158304,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
181,"LOVE SCENARIO",iKON,156552,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
182,"Versace on the Floor","Bruno Mars",155900,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
183,"I'll Never Go","Erik Santos",155757,https://open.spotify.com/track/4ub59HeXqdYApJtkJqnvXE
184,"You Are My Sunshine","Moira Dela Torre",155398,https://open.spotify.com/track/4hEcAsNF6RG9VCV7xElgCG
185,"Fresh Eyes","Andy Grammer",155211,https://open.spotify.com/track/5NDUXbMwcnTQp66tI2zcdR
186,Kundiman,"Silent Sanctuary",154978,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
187,Iris,"Kina Grannis",154630,https://open.spotify.com/track/5oV8bZaShr2d01FFMHBUPq
188,"Fall for You (Acoustic)","Secondhand Serenade",154193,https://open.spotify.com/track/5V7mTIcXVU9k2JNu0mE6vy
189,FRIENDS,Marshmello,153904,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
190,"This I Promise You",*NSYNC,153083,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
191,"Never Be the Same","Camila Cabello",152758,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
192,"Foolish Heart",Nina,152660,https://open.spotify.com/track/0pzEVarX9S2ZFYZFhefZhU
193,"What is Love?",TWICE,152637,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
194,"Finesse - Remix; feat. Cardi B","Bruno Mars",152509,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
195,"High On Life (feat. Bonn)","Martin Garrix",151836,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
196,"Your Song (My One and Only You)","Julie Anne San Jose",151719,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
197,"A Thousand Miles","Vanessa Carlton",151407,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
198,Thunderclouds,Sia,150824,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
199,"It Might Be You - Theme from Everyday I Love You","Michael Pangilinan",150723,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1
200,"Ako Muna","Yeng Constantino",150659,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
